state,action,reward,total
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,1
0,1,0,1
5,1,0,1
6,1,0,1
7,1,0,1
8,1,6,7
0,0,0,7
1,0,0,7
2,1,0,7
3,1,0,7
4,1,1,8
0,0,0,8
1,1,0,8
2,1,0,8
3,1,0,8
4,1,1,9
0,0,0,9
1,0,0,9
2,1,0,9
3,1,0,9
4,1,1,10
0,0,0,10
1,0,0,10
2,1,0,10
3,0,0,10
4,0,1,11
0,0,0,11
1,0,0,11
2,0,0,11
3,0,0,11
4,1,1,12
0,0,0,12
1,0,0,12
2,0,0,12
3,0,0,12
4,0,1,13
0,0,0,13
1,0,0,13
2,0,0,13
3,0,0,13
4,0,1,14
0,1,0,14
5,0,0,14
0,1,0,14
5,1,0,14
6,0,0,14
0,1,0,14
5,1,0,14
6,1,0,14
7,0,0,14
0,1,0,14
5,1,0,14
6,1,0,14
7,1,0,14
8,0,-2,12
0,1,0,12
5,1,0,12
6,1,0,12
7,1,0,12
8,0,-2,10
0,1,0,10
5,1,0,10
6,1,0,10
7,1,0,10
8,1,-2,8
0,1,0,8
5,1,0,8
6,1,0,8
7,1,0,8
8,1,6,14
0,1,0,14
5,1,0,14
6,1,0,14
7,1,0,14
8,1,6,20
0,1,0,20
5,1,0,20
6,1,0,20
7,1,0,20
8,1,6,26
0,1,0,26
5,1,0,26
6,1,0,26
7,1,0,26
8,1,6,32
0,1,0,32
5,1,0,32
6,1,0,32
7,1,0,32
8,0,6,38
0,1,0,38
5,1,0,38
6,1,0,38
7,0,0,38
0,1,0,38
5,1,0,38
6,1,0,38
7,1,0,38
8,1,6,44
0,1,0,44
5,1,0,44
6,1,0,44
7,1,0,44
8,1,6,50
0,0,0,50
1,0,0,50
2,0,0,50
3,0,0,50
4,0,1,51
0,1,0,51
5,1,0,51
6,1,0,51
7,1,0,51
8,1,-2,49
0,1,0,49
5,1,0,49
6,1,0,49
7,1,0,49
8,1,6,55
0,1,0,55
5,1,0,55
6,1,0,55
7,1,0,55
8,1,6,61
0,1,0,61
5,1,0,61
6,1,0,61
7,1,0,61
8,1,-2,59
0,1,0,59
5,1,0,59
6,1,0,59
7,1,0,59
8,1,-2,57
0,1,0,57
5,1,0,57
6,1,0,57
7,1,0,57
8,0,-2,55
0,1,0,55
5,1,0,55
6,1,0,55
7,1,0,55
8,1,-2,53
0,0,0,53
1,0,0,53
2,0,0,53
3,0,0,53
4,0,1,54
0,1,0,54
5,1,0,54
6,1,0,54
7,1,0,54
8,1,6,60
0,1,0,60
5,1,0,60
6,1,0,60
7,1,0,60
8,1,-2,58
0,0,0,58
1,0,0,58
2,0,0,58
3,0,0,58
4,0,1,59
0,1,0,59
5,1,0,59
6,1,0,59
7,1,0,59
8,1,-2,57
0,0,0,57
1,0,0,57
2,0,0,57
3,0,0,57
4,0,1,58
0,1,0,58
5,1,0,58
6,1,0,58
7,0,0,58
0,1,0,58
5,1,0,58
6,1,0,58
7,1,0,58
8,1,-2,56
0,1,0,56
5,1,0,56
6,1,0,56
7,1,0,56
8,1,-2,54
0,0,0,54
1,0,0,54
2,0,0,54
3,0,0,54
4,0,1,55
0,0,0,55
1,0,0,55
2,0,0,55
3,0,0,55
4,1,1,56
0,1,0,56
5,1,0,56
6,1,0,56
7,1,0,56
8,0,6,62
0,0,0,62
1,0,0,62
2,0,0,62
3,0,0,62
4,1,1,63
0,1,0,63
5,1,0,63
6,1,0,63
7,1,0,63
8,0,-2,61
0,0,0,61
1,0,0,61
2,0,0,61
3,0,0,61
4,1,1,62
0,1,0,62
5,1,0,62
6,1,0,62
7,1,0,62
8,1,-2,60
0,0,0,60
1,0,0,60
2,0,0,60
3,0,0,60
4,0,1,61
0,0,0,61
1,0,0,61
2,0,0,61
3,0,0,61
4,0,1,62
0,1,0,62
5,1,0,62
6,1,0,62
7,1,0,62
8,1,-2,60
0,1,0,60
5,1,0,60
6,1,0,60
7,1,0,60
8,1,6,66
0,1,0,66
5,1,0,66
6,1,0,66
7,1,0,66
8,1,6,72
0,1,0,72
5,1,0,72
6,1,0,72
7,1,0,72
8,1,-2,70
0,1,0,70
5,1,0,70
6,1,0,70
7,1,0,70
8,1,-2,68
0,1,0,68
5,1,0,68
6,1,0,68
7,1,0,68
8,1,-2,66
0,1,0,66
5,1,0,66
6,1,0,66
7,1,0,66
8,1,6,72
0,1,0,72
5,1,0,72
6,1,0,72
7,1,0,72
8,1,6,78
0,1,0,78
5,1,0,78
6,1,0,78
7,1,0,78
8,1,6,84
0,1,0,84
5,1,0,84
6,1,0,84
7,1,0,84
8,1,6,90
0,1,0,90
5,1,0,90
6,1,0,90
7,1,0,90
8,1,6,96
0,1,0,96
5,1,0,96
6,1,0,96
7,1,0,96
8,1,-2,94
0,1,0,94
5,1,0,94
6,1,0,94
