state,action,reward,total
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,1
0,1,0,1
5,1,0,1
6,1,0,1
7,1,0,1
8,1,2,3
0,1,0,3
5,1,0,3
6,1,0,3
7,1,0,3
8,1,2,5
0,1,0,5
5,1,0,5
6,1,0,5
7,0,0,5
0,1,0,5
5,1,0,5
6,1,0,5
7,1,0,5
8,0,2,7
0,1,0,7
5,1,0,7
6,0,0,7
0,0,0,7
1,1,0,7
2,1,0,7
3,1,0,7
4,0,1,8
0,1,0,8
5,1,0,8
6,1,0,8
7,1,0,8
8,1,2,10
0,1,0,10
5,1,0,10
6,1,0,10
7,1,0,10
8,1,2,12
0,1,0,12
5,1,0,12
6,1,0,12
7,1,0,12
8,1,2,14
0,1,0,14
5,1,0,14
6,1,0,14
7,1,0,14
8,1,2,16
0,1,0,16
5,1,0,16
6,1,0,16
7,1,0,16
8,1,2,18
0,1,0,18
5,1,0,18
6,1,0,18
7,1,0,18
8,1,2,20
0,1,0,20
5,1,0,20
6,1,0,20
7,1,0,20
8,1,2,22
0,1,0,22
5,1,0,22
6,1,0,22
7,1,0,22
8,1,2,24
0,1,0,24
5,1,0,24
6,1,0,24
7,1,0,24
8,1,2,26
0,1,0,26
5,1,0,26
6,1,0,26
7,1,0,26
8,1,2,28
0,1,0,28
5,1,0,28
6,1,0,28
7,1,0,28
8,1,2,30
0,1,0,30
5,1,0,30
6,1,0,30
7,1,0,30
8,1,2,32
0,1,0,32
5,1,0,32
6,1,0,32
7,1,0,32
8,1,2,34
0,1,0,34
5,1,0,34
6,1,0,34
7,1,0,34
8,1,2,36
0,1,0,36
5,1,0,36
6,1,0,36
7,1,0,36
8,1,2,38
0,1,0,38
5,1,0,38
6,1,0,38
7,1,0,38
8,1,2,40
0,1,0,40
5,1,0,40
6,1,0,40
7,1,0,40
8,1,2,42
0,1,0,42
5,1,0,42
6,1,0,42
7,1,0,42
8,1,2,44
0,1,0,44
5,1,0,44
6,1,0,44
7,1,0,44
8,1,2,46
0,1,0,46
5,1,0,46
6,1,0,46
7,1,0,46
8,1,2,48
0,1,0,48
5,1,0,48
6,1,0,48
7,1,0,48
8,1,2,50
0,1,0,50
5,1,0,50
6,1,0,50
7,1,0,50
8,1,2,52
0,1,0,52
5,1,0,52
6,1,0,52
7,1,0,52
8,1,2,54
0,1,0,54
5,1,0,54
6,1,0,54
7,1,0,54
8,1,2,56
0,1,0,56
5,1,0,56
6,1,0,56
7,1,0,56
8,1,2,58
0,1,0,58
5,1,0,58
6,1,0,58
7,1,0,58
8,1,2,60
0,1,0,60
5,1,0,60
6,1,0,60
7,1,0,60
8,1,2,62
0,1,0,62
5,1,0,62
6,1,0,62
7,1,0,62
8,1,2,64
0,1,0,64
5,1,0,64
6,1,0,64
7,1,0,64
8,1,2,66
0,1,0,66
5,1,0,66
6,1,0,66
7,1,0,66
8,1,2,68
0,1,0,68
5,1,0,68
6,1,0,68
7,1,0,68
8,1,2,70
0,1,0,70
5,1,0,70
6,1,0,70
7,1,0,70
8,1,2,72
0,1,0,72
5,1,0,72
6,1,0,72
7,1,0,72
8,1,2,74
0,1,0,74
5,1,0,74
6,1,0,74
7,1,0,74
8,1,2,76
0,1,0,76
5,1,0,76
6,1,0,76
7,1,0,76
8,1,2,78
0,1,0,78
5,1,0,78
6,1,0,78
7,1,0,78
8,1,2,80
0,1,0,80
5,1,0,80
6,1,0,80
7,1,0,80
8,1,2,82
0,1,0,82
5,1,0,82
6,1,0,82
7,1,0,82
8,1,2,84
0,1,0,84
5,1,0,84
6,1,0,84
7,1,0,84
8,1,2,86
0,1,0,86
5,1,0,86
6,1,0,86
7,1,0,86
8,1,2,88
0,1,0,88
5,1,0,88
6,1,0,88
7,1,0,88
8,1,2,90
0,1,0,90
5,1,0,90
6,1,0,90
7,1,0,90
8,1,2,92
0,1,0,92
5,1,0,92
6,1,0,92
7,1,0,92
8,1,2,94
0,1,0,94
5,1,0,94
6,1,0,94
7,1,0,94
8,1,2,96
0,1,0,96
5,1,0,96
6,1,0,96
7,1,0,96
8,1,2,98
0,1,0,98
5,1,0,98
6,1,0,98
7,1,0,98
8,1,2,100
0,1,0,100
5,1,0,100
6,1,0,100
7,1,0,100
8,1,2,102
0,0,0,102
1,0,0,102
2,0,0,102
3,0,0,102
4,0,1,103
0,1,0,103
5,1,0,103
6,1,0,103
7,1,0,103
8,1,2,105
0,1,0,105
5,1,0,105
6,1,0,105
7,1,0,105
8,1,2,107
0,1,0,107
5,1,0,107
6,1,0,107
7,1,0,107
8,1,2,109
0,1,0,109
5,1,0,109
6,1,0,109
7,0,0,109
0,1,0,109
5,1,0,109
6,1,0,109
7,1,0,109
8,0,2,111
0,1,0,111
5,1,0,111
6,1,0,111
7,1,0,111
