state,action,reward,total
0,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,6,6
0,1,0,6
5,1,0,6
6,1,0,6
7,1,0,6
8,1,6,12
0,1,0,12
5,1,0,12
6,1,0,12
7,1,0,12
8,1,6,18
0,1,0,18
5,1,0,18
6,1,0,18
7,1,0,18
8,1,6,24
0,1,0,24
5,1,0,24
6,1,0,24
7,1,0,24
8,1,6,30
0,1,0,30
5,1,0,30
6,1,0,30
7,1,0,30
8,1,-2,28
0,1,0,28
5,1,0,28
6,1,0,28
7,1,0,28
8,1,-2,26
0,1,0,26
5,1,0,26
6,1,0,26
7,1,0,26
8,1,-2,24
0,1,0,24
5,1,0,24
6,1,0,24
7,1,0,24
8,1,6,30
0,1,0,30
5,1,0,30
6,1,0,30
7,1,0,30
8,1,6,36
0,1,0,36
5,1,0,36
6,1,0,36
7,1,0,36
8,1,6,42
0,1,0,42
5,1,0,42
6,1,0,42
7,1,0,42
8,1,-2,40
0,1,0,40
5,1,0,40
6,1,0,40
7,1,0,40
8,1,6,46
0,1,0,46
5,1,0,46
6,1,0,46
7,1,0,46
8,1,6,52
0,1,0,52
5,1,0,52
6,1,0,52
7,1,0,52
8,1,6,58
0,1,0,58
5,1,0,58
6,1,0,58
7,1,0,58
8,1,6,64
0,1,0,64
5,1,0,64
6,1,0,64
7,1,0,64
8,1,6,70
0,1,0,70
5,1,0,70
6,1,0,70
7,1,0,70
8,1,6,76
0,1,0,76
5,1,0,76
6,1,0,76
7,1,0,76
8,1,6,82
0,1,0,82
5,1,0,82
6,1,0,82
7,1,0,82
8,1,-2,80
0,1,0,80
5,1,0,80
6,1,0,80
7,1,0,80
8,1,-2,78
0,1,0,78
5,1,0,78
6,1,0,78
7,1,0,78
8,1,6,84
0,1,0,84
5,1,0,84
6,1,0,84
7,1,0,84
8,1,6,90
0,1,0,90
5,1,0,90
6,1,0,90
7,1,0,90
8,1,-2,88
0,1,0,88
5,1,0,88
6,1,0,88
7,1,0,88
8,1,6,94
0,1,0,94
5,1,0,94
6,1,0,94
7,1,0,94
8,1,6,100
0,1,0,100
5,1,0,100
6,1,0,100
7,1,0,100
8,1,-2,98
0,1,0,98
5,1,0,98
6,1,0,98
7,1,0,98
8,1,-2,96
0,1,0,96
5,1,0,96
6,1,0,96
7,1,0,96
8,1,-2,94
0,1,0,94
5,1,0,94
6,1,0,94
7,1,0,94
8,1,-2,92
0,1,0,92
5,1,0,92
6,1,0,92
7,1,0,92
8,1,6,98
0,1,0,98
5,1,0,98
6,1,0,98
7,1,0,98
8,1,6,104
0,1,0,104
5,1,0,104
6,1,0,104
7,1,0,104
8,1,-2,102
0,1,0,102
5,1,0,102
6,1,0,102
7,1,0,102
8,1,6,108
0,1,0,108
5,1,0,108
6,1,0,108
7,1,0,108
8,1,6,114
0,1,0,114
5,1,0,114
6,1,0,114
7,1,0,114
8,1,6,120
0,1,0,120
5,1,0,120
6,1,0,120
7,1,0,120
8,1,6,126
0,1,0,126
5,1,0,126
6,1,0,126
7,1,0,126
8,1,6,132
0,1,0,132
5,1,0,132
6,1,0,132
7,1,0,132
8,1,-2,130
0,1,0,130
5,1,0,130
6,1,0,130
7,1,0,130
8,1,6,136
0,1,0,136
5,1,0,136
6,1,0,136
7,1,0,136
8,1,6,142
0,1,0,142
5,1,0,142
6,1,0,142
7,1,0,142
8,1,6,148
0,1,0,148
5,1,0,148
6,1,0,148
7,1,0,148
8,1,6,154
0,1,0,154
5,1,0,154
6,1,0,154
7,1,0,154
8,1,6,160
0,1,0,160
5,1,0,160
6,1,0,160
7,1,0,160
8,1,6,166
0,1,0,166
5,1,0,166
6,1,0,166
7,1,0,166
8,1,6,172
0,1,0,172
5,1,0,172
6,1,0,172
7,1,0,172
8,1,-2,170
0,1,0,170
5,1,0,170
6,1,0,170
7,1,0,170
8,1,-2,168
0,1,0,168
5,1,0,168
6,1,0,168
7,1,0,168
8,1,-2,166
0,1,0,166
5,1,0,166
6,1,0,166
7,1,0,166
8,1,-2,164
0,1,0,164
5,1,0,164
6,1,0,164
7,1,0,164
8,1,-2,162
0,1,0,162
5,1,0,162
6,1,0,162
7,1,0,162
8,1,-2,160
0,1,0,160
5,1,0,160
6,1,0,160
7,1,0,160
8,1,6,166
0,1,0,166
5,1,0,166
6,1,0,166
7,1,0,166
8,1,-2,164
0,1,0,164
5,1,0,164
6,1,0,164
7,1,0,164
8,1,-2,162
0,1,0,162
5,1,0,162
6,1,0,162
7,1,0,162
8,1,-2,160
0,1,0,160
5,1,0,160
6,1,0,160
7,1,0,160
8,1,-2,158
0,0,0,158
1,0,0,158
2,0,0,158
3,0,0,158
4,0,1,159
0,0,0,159
1,0,0,159
2,0,0,159
3,0,0,159
4,0,1,160
0,1,0,160
5,1,0,160
6,1,0,160
7,1,0,160
8,1,-2,158
