state,action,reward,total
1,0,2,2
1,0,2,4
1,0,0,4
2,1,2,6
1,0,0,6
2,1,2,8
1,1,2,10
1,1,2,12
1,1,2,14
1,1,2,16
1,1,2,18
1,1,0,18
2,0,0,18
3,1,0,18
4,1,2,20
1,1,2,22
1,1,2,24
1,1,0,24
2,0,0,24
3,1,2,26
1,1,2,28
1,1,2,30
1,1,2,32
1,1,2,34
1,1,2,36
1,1,0,36
2,1,0,36
3,1,2,38
1,1,2,40
1,1,0,40
2,0,0,40
3,1,2,42
1,1,0,42
2,0,2,44
1,1,0,44
2,1,2,46
1,1,2,48
1,1,2,50
1,1,0,50
2,0,0,50
3,0,2,52
1,0,0,52
2,1,0,52
3,1,2,54
1,1,2,56
1,1,2,58
1,1,2,60
1,1,0,60
2,1,2,62
1,1,2,64
1,1,2,66
1,1,2,68
1,1,2,70
1,1,2,72
1,1,2,74
1,1,2,76
1,1,0,76
2,1,0,76
3,1,2,78
1,1,0,78
2,1,2,80
1,1,0,80
2,1,0,80
3,1,2,82
1,1,0,82
2,1,2,84
1,0,0,84
2,1,0,84
3,1,2,86
1,1,2,88
1,0,2,90
1,1,2,92
1,0,0,92
2,1,2,94
1,1,2,96
1,1,2,98
1,1,2,100
1,1,2,102
1,1,2,104
1,1,2,106
1,1,2,108
1,1,2,110
1,1,2,112
1,1,2,114
1,1,2,116
1,1,2,118
1,1,0,118
2,0,2,120
1,1,2,122
1,0,0,122
2,1,2,124
1,1,2,126
1,1,0,126
2,1,2,128
1,0,0,128
2,1,2,130
1,1,2,132
1,1,2,134
1,1,2,136
1,1,2,138
1,1,0,138
2,0,0,138
3,1,2,140
1,1,2,142
1,1,2,144
1,1,0,144
2,1,2,146
1,1,2,148
1,1,2,150
1,1,2,152
1,1,2,154
1,1,2,156
1,1,2,158
1,1,2,160
1,1,2,162
1,1,0,162
2,0,0,162
3,1,0,162
4,0,0,162
5,0,10,172
5,1,2,174
1,1,2,176
1,1,2,178
1,1,2,180
1,1,2,182
1,1,2,184
1,1,2,186
1,1,2,188
1,1,0,188
2,0,0,188
3,1,0,188
4,1,2,190
1,1,2,192
1,1,2,194
1,1,2,196
1,1,2,198
1,1,2,200
1,1,2,202
1,1,2,204
1,1,0,204
2,0,0,204
3,1,0,204
4,1,2,206
1,1,2,208
1,1,2,210
1,1,0,210
2,1,2,212
1,1,0,212
2,1,0,212
3,1,0,212
4,0,0,212
5,0,10,222
5,0,10,232
5,0,2,234
1,0,0,234
2,0,2,236
1,0,0,236
2,0,0,236
3,0,0,236
4,0,0,236
5,1,2,238
1,0,0,238
2,0,0,238
3,0,0,238
4,0,0,238
5,0,10,248
5,0,10,258
5,0,10,268
5,0,10,278
5,0,10,288
5,0,10,298
5,0,10,308
5,0,10,318
5,0,10,328
5,0,10,338
5,0,10,348
5,0,10,358
5,0,10,368
5,0,2,370
1,0,0,370
2,0,2,372
1,0,0,372
2,0,0,372
3,0,0,372
4,0,0,372
5,0,2,374
1,0,0,374
2,0,0,374
3,0,0,374
4,0,0,374
5,0,10,384
5,0,10,394
5,0,10,404
5,0,10,414
5,0,10,424
5,0,10,434
5,0,10,444
5,0,2,446
1,0,0,446
2,0,2,448
1,0,0,448
2,0,0,448
3,0,0,448
4,0,0,448
5,0,10,458
5,0,10,468
5,0,10,478
5,0,10,488
5,0,2,490
1,0,2,492
1,1,2,494
1,1,2,496
1,1,0,496
2,1,2,498
1,0,0,498
2,0,0,498
3,0,0,498
4,0,0,498
5,0,2,500
1,0,0,500
2,0,0,500
3,0,0,500
4,0,0,500
5,0,10,510
5,0,10,520
5,0,2,522
1,0,0,522
2,0,0,522
3,0,0,522
4,0,0,522
5,0,10,532
5,0,10,542
5,0,10,552
5,0,2,554
1,0,2,556
1,0,0,556
2,0,0,556
3,0,2,558
1,0,0,558
2,0,0,558
3,1,2,560
1,1,2,562
1,1,0,562
2,1,2,564
1,0,0,564
2,0,2,566
1,0,0,566
2,0,0,566
3,0,0,566
4,0,2,568
1,0,0,568
2,0,0,568
3,0,0,568
4,0,2,570
1,0,0,570
2,0,2,572
1,0,2,574
1,0,2,576
1,0,0,576
2,0,0,576
3,0,0,576
4,0,0,576
5,1,2,578
1,1,2,580
1,1,2,582
1,1,2,584
1,0,0,584
2,0,2,586
1,0,0,586
2,0,0,586
3,0,0,586
4,0,0,586
5,0,10,596
5,0,2,598
1,0,2,600
1,0,0,600
2,0,0,600
3,0,0,600
4,0,0,600
5,0,2,602
1,0,2,604
1,0,2,606
1,0,2,608
1,0,0,608
2,0,0,608
3,0,0,608
4,0,0,608
5,0,2,610
1,0,0,610
2,0,0,610
3,0,0,610
4,0,0,610
5,0,10,620
5,0,2,622
1,0,0,622
2,0,0,622
3,0,0,622
4,0,0,622
5,0,10,632
5,0,10,642
