state,action,reward,total
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,1
0,0,0,1
1,0,0,1
2,0,0,1
3,0,0,1
4,0,1,2
0,0,0,2
1,0,0,2
2,0,0,2
3,0,0,2
4,0,1,3
0,0,0,3
1,0,0,3
2,0,0,3
3,0,0,3
4,0,1,4
0,0,0,4
1,0,0,4
2,0,0,4
3,0,0,4
4,0,1,5
0,0,0,5
1,0,0,5
2,0,0,5
3,0,0,5
4,0,1,6
0,0,0,6
1,0,0,6
2,0,0,6
3,0,0,6
4,0,1,7
0,0,0,7
1,0,0,7
2,0,0,7
3,0,0,7
4,0,1,8
0,0,0,8
1,0,0,8
2,0,0,8
3,0,0,8
4,0,1,9
0,0,0,9
1,0,0,9
2,0,0,9
3,0,0,9
4,0,1,10
0,0,0,10
1,0,0,10
2,0,0,10
3,0,0,10
4,0,1,11
0,0,0,11
1,0,0,11
2,0,0,11
3,0,0,11
4,0,1,12
0,0,0,12
1,0,0,12
2,0,0,12
3,0,0,12
4,0,1,13
0,0,0,13
1,0,0,13
2,0,0,13
3,0,0,13
4,0,1,14
0,0,0,14
1,0,0,14
2,0,0,14
3,0,0,14
4,0,1,15
0,0,0,15
1,0,0,15
2,0,0,15
3,0,0,15
4,0,1,16
0,0,0,16
1,0,0,16
2,0,0,16
3,0,0,16
4,0,1,17
0,0,0,17
1,0,0,17
2,0,0,17
3,0,0,17
4,0,1,18
0,0,0,18
1,0,0,18
2,0,0,18
3,0,0,18
4,0,1,19
0,0,0,19
1,0,0,19
2,0,0,19
3,0,0,19
4,0,1,20
0,0,0,20
1,0,0,20
2,0,0,20
3,0,0,20
4,0,1,21
0,0,0,21
1,0,0,21
2,0,0,21
3,0,0,21
4,0,1,22
0,0,0,22
1,0,0,22
2,0,0,22
3,0,0,22
4,0,1,23
0,0,0,23
1,0,0,23
2,0,0,23
3,0,0,23
4,0,1,24
0,0,0,24
1,0,0,24
2,0,0,24
3,0,0,24
4,0,1,25
0,0,0,25
1,0,0,25
2,0,0,25
3,0,0,25
4,0,1,26
0,0,0,26
1,0,0,26
2,0,0,26
3,0,0,26
4,0,1,27
0,0,0,27
1,0,0,27
2,0,0,27
3,0,0,27
4,0,1,28
0,0,0,28
1,0,0,28
2,0,0,28
3,0,0,28
4,0,1,29
0,0,0,29
1,0,0,29
2,0,0,29
3,0,0,29
4,0,1,30
0,0,0,30
1,0,0,30
2,0,0,30
3,0,0,30
4,0,1,31
0,0,0,31
1,1,0,31
2,1,0,31
3,1,0,31
4,1,1,32
0,1,0,32
5,1,0,32
6,1,0,32
7,0,2,34
0,1,0,34
5,1,0,34
6,1,0,34
7,0,2,36
0,1,0,36
5,1,0,36
6,1,0,36
7,0,2,38
0,1,0,38
5,1,0,38
6,1,0,38
7,0,2,40
0,1,0,40
5,1,0,40
6,1,0,40
7,0,2,42
0,1,0,42
5,1,0,42
6,1,0,42
7,0,2,44
0,1,0,44
5,1,0,44
6,1,0,44
7,0,2,46
0,1,0,46
5,1,0,46
6,1,0,46
7,0,2,48
0,1,0,48
5,1,0,48
6,1,0,48
7,0,2,50
0,1,0,50
5,1,0,50
6,1,0,50
7,0,2,52
0,1,0,52
5,1,0,52
6,1,0,52
7,0,2,54
0,1,0,54
5,1,0,54
6,1,0,54
7,0,2,56
0,1,0,56
5,1,0,56
6,1,0,56
7,0,2,58
0,1,0,58
5,1,0,58
6,1,0,58
7,0,2,60
0,1,0,60
5,1,0,60
6,1,0,60
7,0,2,62
0,1,0,62
5,1,0,62
6,1,0,62
7,0,2,64
0,1,0,64
5,1,0,64
6,1,0,64
7,0,2,66
0,1,0,66
5,1,0,66
6,1,0,66
7,0,2,68
0,1,0,68
5,1,0,68
6,1,0,68
7,0,2,70
0,1,0,70
5,1,0,70
6,1,0,70
7,0,2,72
0,1,0,72
5,1,0,72
6,1,0,72
7,0,2,74
0,1,0,74
5,1,0,74
6,1,0,74
7,0,2,76
0,1,0,76
5,1,0,76
6,1,0,76
7,0,2,78
0,1,0,78
5,1,0,78
6,1,0,78
7,0,2,80
0,1,0,80
5,1,0,80
6,1,0,80
7,0,2,82
0,1,0,82
5,1,0,82
6,1,0,82
7,0,2,84
0,1,0,84
5,1,0,84
6,1,0,84
7,0,2,86
0,1,0,86
5,1,0,86
6,1,0,86
7,0,2,88
0,1,0,88
5,1,0,88
6,1,0,88
7,0,2,90
0,1,0,90
5,1,0,90
6,1,0,90
7,0,2,92
0,1,0,92
5,1,0,92
6,1,0,92
7,0,2,94
0,1,0,94
5,1,0,94
6,1,0,94
7,0,2,96
0,1,0,96
5,1,0,96
6,1,0,96
7,0,2,98
0,1,0,98
5,1,0,98
6,1,0,98
7,0,2,100
0,1,0,100
5,1,0,100
6,1,0,100
7,0,2,102
