state,action,reward,total
0,0,0,0
1,1,0,0
2,0,0,0
3,1,0,0
4,1,1,1
0,0,0,1
1,1,0,1
2,0,0,1
3,1,0,1
4,1,1,2
0,1,0,2
5,0,0,2
0,1,0,2
5,1,0,2
6,0,0,2
0,0,0,2
1,1,0,2
2,0,0,2
3,1,0,2
4,1,1,3
0,1,0,3
5,0,0,3
0,1,0,3
5,1,0,3
6,0,0,3
0,1,0,3
5,1,0,3
6,1,0,3
7,0,0,3
0,0,0,3
1,1,0,3
2,0,0,3
3,1,0,3
4,0,1,4
0,1,0,4
5,0,0,4
0,1,0,4
5,1,0,4
6,0,0,4
0,1,0,4
5,1,0,4
6,0,0,4
0,1,0,4
5,1,0,4
6,1,0,4
7,0,0,4
0,1,0,4
5,1,0,4
6,1,0,4
7,0,0,4
0,1,0,4
5,0,0,4
0,1,0,4
5,1,0,4
6,0,0,4
0,1,0,4
5,1,0,4
6,0,0,4
0,1,0,4
5,1,0,4
6,1,0,4
7,0,0,4
0,1,0,4
5,1,0,4
6,1,0,4
7,1,0,4
8,0,-2,2
0,0,0,2
1,0,0,2
2,0,0,2
3,0,0,2
4,0,1,3
0,1,0,3
5,1,0,3
6,1,0,3
7,1,0,3
8,1,6,9
0,1,0,9
5,1,0,9
6,1,0,9
7,1,0,9
8,1,-2,7
0,0,0,7
1,0,0,7
2,0,0,7
3,0,0,7
4,0,1,8
0,0,0,8
1,0,0,8
2,0,0,8
3,0,0,8
4,0,1,9
0,0,0,9
1,0,0,9
2,0,0,9
3,0,0,9
4,0,1,10
0,0,0,10
1,0,0,10
2,0,0,10
3,0,0,10
4,0,1,11
0,0,0,11
1,0,0,11
2,0,0,11
3,0,0,11
4,0,1,12
0,0,0,12
1,0,0,12
2,0,0,12
3,0,0,12
4,0,1,13
0,0,0,13
1,0,0,13
2,0,0,13
3,0,0,13
4,0,1,14
0,0,0,14
1,0,0,14
2,0,0,14
3,0,0,14
4,0,1,15
0,0,0,15
1,0,0,15
2,0,0,15
3,0,0,15
4,0,1,16
0,0,0,16
1,0,0,16
2,0,0,16
3,0,0,16
4,0,1,17
0,0,0,17
1,0,0,17
2,0,0,17
3,0,0,17
4,0,1,18
0,0,0,18
1,0,0,18
2,0,0,18
3,0,0,18
4,0,1,19
0,0,0,19
1,0,0,19
2,0,0,19
3,0,0,19
4,0,1,20
0,0,0,20
1,0,0,20
2,0,0,20
3,0,0,20
4,0,1,21
0,0,0,21
1,0,0,21
2,0,0,21
3,0,0,21
4,0,1,22
0,0,0,22
1,0,0,22
2,0,0,22
3,0,0,22
4,0,1,23
0,0,0,23
1,0,0,23
2,0,0,23
3,0,0,23
4,0,1,24
0,0,0,24
1,0,0,24
2,0,0,24
3,0,0,24
4,0,1,25
0,0,0,25
1,0,0,25
2,0,0,25
3,0,0,25
4,0,1,26
0,0,0,26
1,0,0,26
2,0,0,26
3,0,0,26
4,0,1,27
0,0,0,27
1,0,0,27
2,0,0,27
3,0,0,27
4,0,1,28
0,0,0,28
1,0,0,28
2,0,0,28
3,0,0,28
4,0,1,29
0,0,0,29
1,0,0,29
2,0,0,29
3,0,0,29
4,0,1,30
0,0,0,30
1,0,0,30
2,0,0,30
3,0,0,30
4,0,1,31
0,0,0,31
1,0,0,31
2,0,0,31
3,0,0,31
4,0,1,32
0,0,0,32
1,0,0,32
2,0,0,32
3,0,0,32
4,0,1,33
0,0,0,33
1,0,0,33
2,0,0,33
3,0,0,33
4,0,1,34
0,0,0,34
1,0,0,34
2,0,0,34
3,0,0,34
4,0,1,35
0,0,0,35
1,0,0,35
2,0,0,35
3,0,0,35
4,0,1,36
0,1,0,36
5,1,0,36
6,1,0,36
7,1,0,36
8,1,-2,34
0,1,0,34
5,1,0,34
6,1,0,34
7,1,0,34
8,1,-2,32
0,1,0,32
5,1,0,32
6,1,0,32
7,1,0,32
8,1,-2,30
0,1,0,30
5,1,0,30
6,1,0,30
7,1,0,30
8,1,-2,28
0,1,0,28
5,1,0,28
6,1,0,28
7,1,0,28
8,1,-2,26
0,1,0,26
5,1,0,26
6,1,0,26
7,1,0,26
8,1,-2,24
0,1,0,24
5,1,0,24
6,1,0,24
7,1,0,24
8,1,-2,22
0,1,0,22
5,1,0,22
6,1,0,22
7,1,0,22
8,1,6,28
0,0,0,28
1,0,0,28
2,0,0,28
3,0,0,28
4,0,1,29
0,0,0,29
1,0,0,29
2,0,0,29
3,0,0,29
4,0,1,30
0,0,0,30
1,0,0,30
2,0,0,30
3,0,0,30
4,0,1,31
0,0,0,31
1,0,0,31
2,0,0,31
3,0,0,31
4,0,1,32
0,0,0,32
1,0,0,32
2,0,0,32
3,0,0,32
4,0,1,33
0,0,0,33
1,0,0,33
2,0,0,33
3,0,0,33
4,0,1,34
0,0,0,34
1,0,0,34
2,0,0,34
