state,action,reward,total
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,10,10
5,0,10,20
5,0,10,30
5,0,10,40
5,0,2,42
1,0,0,42
2,0,0,42
3,0,0,42
4,0,0,42
5,0,10,52
5,0,10,62
5,0,10,72
5,0,10,82
5,0,10,92
5,0,10,102
5,0,10,112
5,0,10,122
5,0,10,132
5,0,10,142
5,0,10,152
5,0,10,162
5,0,10,172
5,0,10,182
5,0,10,192
5,0,10,202
5,0,2,204
1,0,0,204
2,0,0,204
3,0,0,204
4,0,0,204
5,0,10,214
5,0,10,224
5,0,10,234
5,0,10,244
5,0,2,246
1,0,0,246
2,0,0,246
3,0,2,248
1,0,2,250
1,0,0,250
2,0,0,250
3,0,0,250
4,0,0,250
5,0,10,260
5,0,10,270
5,0,10,280
5,0,10,290
5,0,2,292
1,0,2,294
1,0,0,294
2,0,0,294
3,0,0,294
4,0,0,294
5,0,2,296
1,0,2,298
1,0,0,298
2,0,0,298
3,0,0,298
4,0,0,298
5,0,10,308
5,0,10,318
5,0,10,328
5,0,10,338
5,0,2,340
1,0,2,342
1,0,2,344
1,0,2,346
1,0,0,346
2,0,0,346
3,0,0,346
4,0,0,346
5,0,10,356
5,0,10,366
5,0,10,376
5,0,10,386
5,0,10,396
5,0,10,406
5,0,2,408
1,0,0,408
2,0,2,410
1,0,0,410
2,0,0,410
3,0,0,410
4,0,0,410
5,0,10,420
5,0,10,430
5,0,10,440
5,0,2,442
1,0,0,442
2,0,0,442
3,0,0,442
4,0,0,442
5,0,10,452
5,0,2,454
1,0,0,454
2,0,0,454
3,0,0,454
4,0,0,454
5,0,10,464
5,0,10,474
5,0,10,484
5,0,10,494
5,0,10,504
5,0,10,514
5,0,2,516
1,0,0,516
2,0,0,516
3,0,0,516
4,0,0,516
5,0,10,526
5,0,10,536
5,0,10,546
5,0,10,556
5,0,10,566
5,0,10,576
5,0,10,586
5,0,10,596
5,0,10,606
5,0,10,616
5,0,10,626
5,0,10,636
5,0,2,638
1,0,0,638
2,0,0,638
3,0,0,638
4,0,0,638
5,0,10,648
5,0,10,658
5,0,10,668
5,0,10,678
5,0,10,688
5,0,10,698
5,0,10,708
5,0,10,718
5,0,10,728
5,0,10,738
5,0,10,748
5,0,10,758
5,0,10,768
5,0,10,778
5,0,10,788
5,0,10,798
5,0,10,808
5,0,2,810
1,0,0,810
2,0,0,810
3,0,2,812
1,0,0,812
2,0,0,812
3,0,0,812
4,0,0,812
5,0,10,822
5,0,10,832
5,0,10,842
5,0,10,852
5,0,10,862
5,0,10,872
5,0,10,882
5,0,10,892
5,0,2,894
1,0,2,896
1,0,0,896
2,0,0,896
3,0,2,898
1,0,0,898
2,0,0,898
3,0,2,900
1,0,0,900
2,0,0,900
3,0,0,900
4,0,0,900
5,0,10,910
5,0,10,920
5,0,10,930
5,0,10,940
5,0,2,942
1,0,0,942
2,0,0,942
3,0,0,942
4,0,2,944
1,0,0,944
2,0,0,944
3,0,0,944
4,0,0,944
5,0,10,954
5,0,2,956
1,0,0,956
2,0,0,956
3,0,2,958
1,0,0,958
2,0,0,958
3,0,0,958
4,0,0,958
5,0,10,968
5,0,10,978
5,0,10,988
5,0,10,998
5,0,10,1008
5,0,10,1018
5,0,10,1028
5,0,10,1038
5,0,10,1048
5,0,2,1050
1,0,0,1050
2,0,0,1050
3,0,0,1050
4,0,0,1050
5,0,2,1052
1,0,2,1054
1,0,0,1054
2,0,0,1054
3,0,0,1054
4,0,0,1054
5,0,10,1064
5,0,10,1074
5,0,10,1084
5,0,10,1094
5,0,2,1096
1,0,0,1096
2,0,2,1098
1,0,0,1098
2,0,0,1098
3,0,0,1098
4,0,0,1098
5,0,10,1108
5,0,2,1110
1,0,0,1110
2,0,0,1110
3,0,2,1112
1,0,0,1112
2,0,0,1112
3,0,2,1114
1,0,2,1116
1,0,2,1118
1,0,0,1118
2,0,2,1120
1,0,0,1120
2,0,0,1120
3,0,0,1120
4,0,0,1120
5,0,10,1130
5,0,10,1140
5,0,2,1142
1,0,2,1144
1,0,0,1144
2,0,0,1144
3,0,0,1144
4,0,0,1144
5,0,10,1154
5,0,10,1164
5,0,10,1174
5,0,2,1176
1,0,0,1176
2,0,0,1176
3,0,0,1176
4,0,0,1176
5,0,2,1178
1,0,0,1178
2,0,0,1178
3,0,0,1178
4,0,0,1178
5,0,10,1188
5,0,10,1198
5,0,10,1208
5,0,2,1210
1,0,0,1210
2,0,0,1210
3,0,0,1210
4,0,2,1212
1,0,0,1212
2,0,2,1214
1,0,0,1214
2,0,0,1214
3,0,0,1214
4,0,0,1214
5,0,10,1224
5,0,10,1234
5,0,10,1244
5,0,10,1254
5,0,10,1264
5,0,10,1274
5,0,10,1284
5,0,10,1294
5,0,10,1304
5,0,10,1314
5,0,10,1324
5,0,10,1334
5,0,10,1344
5,0,10,1354
5,0,10,1364
5,0,10,1374
5,0,2,1376
1,0,2,1378
1,0,0,1378
2,0,2,1380
1,0,2,1382
