state,action,reward,total
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,1
0,1,0,1
5,1,0,1
6,1,0,1
7,1,0,1
8,1,-2,-1
0,0,0,-1
1,0,0,-1
2,0,0,-1
3,0,0,-1
4,0,1,0
0,1,0,0
5,0,0,0
0,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,-2,-2
0,0,0,-2
1,0,0,-2
2,0,0,-2
3,0,0,-2
4,0,1,-1
0,1,0,-1
5,1,0,-1
6,1,0,-1
7,1,0,-1
8,1,-2,-3
0,0,0,-3
1,0,0,-3
2,0,0,-3
3,0,0,-3
4,0,1,-2
0,0,0,-2
1,0,0,-2
2,0,0,-2
3,0,0,-2
4,1,1,-1
0,0,0,-1
1,0,0,-1
2,1,0,-1
3,1,0,-1
4,1,1,0
0,0,0,0
1,1,0,0
2,0,0,0
3,1,0,0
4,0,1,1
0,0,0,1
1,0,0,1
2,0,0,1
3,0,0,1
4,0,1,2
0,0,0,2
1,0,0,2
2,0,0,2
3,0,0,2
4,0,1,3
0,1,0,3
5,1,0,3
6,1,0,3
7,1,0,3
8,1,6,9
0,0,0,9
1,0,0,9
2,0,0,9
3,0,0,9
4,0,1,10
0,1,0,10
5,1,0,10
6,1,0,10
7,1,0,10
8,1,6,16
0,0,0,16
1,0,0,16
2,0,0,16
3,0,0,16
4,0,1,17
0,1,0,17
5,1,0,17
6,1,0,17
7,1,0,17
8,1,-2,15
0,0,0,15
1,0,0,15
2,0,0,15
3,0,0,15
4,0,1,16
0,1,0,16
5,1,0,16
6,1,0,16
7,1,0,16
8,1,6,22
0,0,0,22
1,0,0,22
2,0,0,22
3,0,0,22
4,0,1,23
0,1,0,23
5,1,0,23
6,1,0,23
7,1,0,23
8,1,6,29
0,0,0,29
1,0,0,29
2,0,0,29
3,0,0,29
4,0,1,30
0,1,0,30
5,1,0,30
6,1,0,30
7,1,0,30
8,1,-2,28
0,0,0,28
1,0,0,28
2,0,0,28
3,0,0,28
4,0,1,29
0,1,0,29
5,1,0,29
6,1,0,29
7,1,0,29
8,1,-2,27
0,0,0,27
1,0,0,27
2,0,0,27
3,0,0,27
4,0,1,28
0,1,0,28
5,1,0,28
6,1,0,28
7,1,0,28
8,1,6,34
0,0,0,34
1,0,0,34
2,0,0,34
3,0,0,34
4,0,1,35
0,1,0,35
5,1,0,35
6,1,0,35
7,1,0,35
8,1,6,41
0,0,0,41
1,0,0,41
2,0,0,41
3,0,0,41
4,0,1,42
0,0,0,42
1,0,0,42
2,0,0,42
3,0,0,42
4,0,1,43
0,1,0,43
5,1,0,43
6,1,0,43
7,1,0,43
8,1,-2,41
0,0,0,41
1,0,0,41
2,0,0,41
3,0,0,41
4,0,1,42
0,1,0,42
5,1,0,42
6,1,0,42
7,1,0,42
8,1,-2,40
0,0,0,40
1,0,0,40
2,0,0,40
3,0,0,40
4,0,1,41
0,1,0,41
5,1,0,41
6,1,0,41
7,1,0,41
8,1,-2,39
0,0,0,39
1,0,0,39
2,0,0,39
3,0,0,39
4,0,1,40
0,1,0,40
5,1,0,40
6,1,0,40
7,1,0,40
8,1,-2,38
0,0,0,38
1,0,0,38
2,0,0,38
3,0,0,38
4,0,1,39
0,0,0,39
1,0,0,39
2,0,0,39
3,0,0,39
4,0,1,40
0,1,0,40
5,1,0,40
6,1,0,40
7,1,0,40
8,1,6,46
0,0,0,46
1,0,0,46
2,0,0,46
3,0,0,46
4,0,1,47
0,0,0,47
1,0,0,47
2,0,0,47
3,0,0,47
4,0,1,48
0,1,0,48
5,1,0,48
6,1,0,48
7,1,0,48
8,1,6,54
0,0,0,54
1,0,0,54
2,0,0,54
3,0,0,54
4,0,1,55
0,0,0,55
1,0,0,55
2,0,0,55
3,0,0,55
4,0,1,56
0,1,0,56
5,1,0,56
6,1,0,56
7,1,0,56
8,1,-2,54
0,0,0,54
1,0,0,54
2,0,0,54
3,0,0,54
4,0,1,55
0,0,0,55
1,0,0,55
2,0,0,55
3,0,0,55
4,0,1,56
0,1,0,56
5,1,0,56
6,1,0,56
7,1,0,56
8,1,6,62
0,0,0,62
1,0,0,62
2,0,0,62
3,0,0,62
4,0,1,63
0,0,0,63
1,0,0,63
2,0,0,63
3,0,0,63
4,0,1,64
0,1,0,64
5,1,0,64
6,1,0,64
7,1,0,64
8,1,-2,62
0,0,0,62
1,0,0,62
2,0,0,62
3,0,0,62
4,0,1,63
0,0,0,63
1,0,0,63
2,0,0,63
3,0,0,63
4,0,1,64
0,0,0,64
1,0,0,64
2,0,0,64
3,0,0,64
4,0,1,65
0,1,0,65
5,1,0,65
6,1,0,65
7,1,0,65
8,1,-2,63
0,0,0,63
1,0,0,63
2,0,0,63
3,0,0,63
4,0,1,64
0,0,0,64
1,0,0,64
2,0,0,64
3,0,0,64
4,0,1,65
0,1,0,65
5,1,0,65
6,1,0,65
