state,action,reward,total
1,0,0,0
2,0,0,0
3,1,2,2
1,1,2,4
1,1,2,6
1,0,2,8
1,1,2,10
1,1,2,12
1,1,2,14
1,1,2,16
1,0,0,16
2,1,2,18
1,1,2,20
1,1,2,22
1,1,2,24
1,1,2,26
1,1,2,28
1,1,2,30
1,1,0,30
2,0,0,30
3,1,2,32
1,1,2,34
1,0,2,36
1,0,0,36
2,1,2,38
1,1,2,40
1,1,2,42
1,1,0,42
2,0,2,44
1,1,2,46
1,1,0,46
2,0,0,46
3,1,2,48
1,1,0,48
2,0,0,48
3,1,0,48
4,0,0,48
5,1,2,50
1,1,2,52
1,1,0,52
2,0,2,54
1,0,0,54
2,1,2,56
1,1,2,58
1,1,2,60
1,1,0,60
2,1,2,62
1,1,2,64
1,1,2,66
1,1,2,68
1,1,2,70
1,1,2,72
1,1,2,74
1,1,2,76
1,1,2,78
1,1,2,80
1,1,2,82
1,1,2,84
1,1,2,86
1,1,0,86
2,1,2,88
1,1,2,90
1,1,2,92
1,1,0,92
2,1,2,94
1,1,2,96
1,1,2,98
1,1,2,100
1,1,0,100
2,1,0,100
3,1,2,102
1,1,2,104
1,1,2,106
1,1,2,108
1,1,0,108
2,0,0,108
3,1,2,110
1,1,2,112
1,1,2,114
1,1,2,116
1,1,0,116
2,0,0,116
3,1,2,118
1,1,2,120
1,1,0,120
2,0,2,122
1,1,2,124
1,0,0,124
2,1,0,124
3,0,0,124
4,1,2,126
1,1,2,128
1,1,2,130
1,1,2,132
1,1,2,134
1,1,2,136
1,1,2,138
1,1,0,138
2,0,0,138
3,1,2,140
1,1,2,142
1,1,0,142
2,1,2,144
1,1,2,146
1,1,2,148
1,1,2,150
1,1,2,152
1,1,2,154
1,1,2,156
1,1,2,158
1,1,0,158
2,0,0,158
3,1,2,160
1,1,0,160
2,1,2,162
1,1,2,164
1,1,2,166
1,1,2,168
1,1,2,170
1,1,2,172
1,1,2,174
1,1,2,176
1,1,2,178
1,1,2,180
1,1,2,182
1,0,0,182
2,0,0,182
3,0,0,182
4,0,0,182
5,0,10,192
5,0,2,194
1,1,0,194
2,0,2,196
1,0,0,196
2,0,2,198
1,0,0,198
2,0,0,198
3,0,0,198
4,0,2,200
1,0,0,200
2,0,2,202
1,0,0,202
2,0,0,202
3,0,0,202
4,0,0,202
5,0,2,204
1,1,0,204
2,1,2,206
1,0,0,206
2,0,0,206
3,0,2,208
1,0,0,208
2,0,0,208
3,0,0,208
4,0,0,208
5,0,10,218
5,0,10,228
5,0,10,238
5,0,10,248
5,0,10,258
5,0,2,260
1,0,0,260
2,1,2,262
1,0,0,262
2,0,2,264
1,0,0,264
2,0,0,264
3,0,0,264
4,0,0,264
5,0,10,274
5,0,10,284
5,0,10,294
5,0,10,304
5,0,10,314
5,0,10,324
5,0,10,334
5,0,10,344
5,0,10,354
5,0,10,364
5,0,10,374
5,0,10,384
5,0,10,394
5,0,10,404
5,0,10,414
5,0,10,424
5,0,10,434
5,0,2,436
1,0,0,436
2,1,0,436
3,1,2,438
1,0,0,438
2,0,0,438
3,0,0,438
4,0,0,438
5,0,10,448
5,0,10,458
5,0,10,468
5,0,2,470
1,0,0,470
2,0,2,472
1,1,2,474
1,1,2,476
1,1,2,478
1,0,0,478
2,0,0,478
3,0,0,478
4,0,2,480
1,0,0,480
2,0,0,480
3,0,0,480
4,0,0,480
5,0,10,490
5,0,10,500
5,0,10,510
5,0,10,520
5,0,10,530
5,0,10,540
5,0,10,550
5,0,10,560
5,0,10,570
5,0,10,580
5,0,10,590
5,0,10,600
5,0,2,602
1,0,0,602
2,1,2,604
1,1,2,606
1,0,2,608
1,0,0,608
2,0,0,608
3,0,0,608
4,0,0,608
5,0,10,618
5,0,10,628
5,0,10,638
5,0,10,648
5,0,10,658
5,0,10,668
5,0,2,670
1,0,2,672
1,0,0,672
2,0,0,672
3,1,2,674
1,1,2,676
1,0,2,678
1,0,0,678
2,0,0,678
3,0,2,680
1,0,0,680
2,0,0,680
3,0,0,680
4,0,0,680
5,0,10,690
5,0,10,700
5,0,2,702
1,0,2,704
1,0,0,704
2,0,0,704
3,0,2,706
1,1,2,708
1,1,2,710
1,0,0,710
2,0,0,710
3,0,0,710
4,0,2,712
1,0,0,712
2,0,2,714
1,0,0,714
2,0,0,714
3,0,0,714
4,0,0,714
5,0,10,724
5,0,10,734
5,0,10,744
5,0,10,754
5,0,10,764
5,0,10,774
5,0,2,776
1,1,2,778
1,0,0,778
2,0,0,778
3,0,0,778
4,0,0,778
5,0,10,788
5,0,10,798
5,0,10,808
5,0,2,810
1,0,2,812
1,1,0,812
2,0,0,812
3,0,0,812
4,0,0,812
5,0,10,822
5,0,10,832
5,0,10,842
5,0,10,852
5,0,10,862
5,0,10,872
5,0,10,882
5,0,10,892
