state,action,reward,total
1,0,0,0
2,0,0,0
3,0,0,0
4,0,2,2
1,1,2,4
1,0,0,4
2,0,0,4
3,0,0,4
4,0,0,4
5,0,10,14
5,0,10,24
5,0,10,34
5,0,10,44
5,0,10,54
5,0,2,56
1,0,0,56
2,1,2,58
1,0,0,58
2,0,2,60
1,0,0,60
2,0,0,60
3,0,0,60
4,0,2,62
1,0,0,62
2,0,0,62
3,0,0,62
4,0,0,62
5,0,10,72
5,0,10,82
5,0,10,92
5,0,10,102
5,0,10,112
5,0,10,122
5,0,10,132
5,0,10,142
5,0,2,144
1,1,2,146
1,0,0,146
2,0,0,146
3,0,0,146
4,0,0,146
5,0,10,156
5,0,10,166
5,0,10,176
5,0,10,186
5,0,10,196
5,0,10,206
5,0,10,216
5,0,10,226
5,0,10,236
5,0,2,238
1,1,2,240
1,0,0,240
2,0,2,242
1,0,0,242
2,0,2,244
1,0,0,244
2,0,0,244
3,0,0,244
4,0,0,244
5,0,10,254
5,0,2,256
1,0,2,258
1,1,2,260
1,0,2,262
1,0,0,262
2,0,2,264
1,0,0,264
2,0,0,264
3,0,0,264
4,0,2,266
1,0,2,268
1,1,2,270
1,0,0,270
2,0,0,270
3,0,0,270
4,0,0,270
5,0,2,272
1,0,0,272
2,0,0,272
3,0,0,272
4,0,2,274
1,0,0,274
2,0,0,274
3,1,2,276
1,1,0,276
2,1,0,276
3,0,0,276
4,0,0,276
5,0,2,278
1,0,0,278
2,0,0,278
3,0,0,278
4,0,0,278
5,0,10,288
5,0,10,298
5,0,2,300
1,0,2,302
1,1,2,304
1,0,0,304
2,0,0,304
3,0,0,304
4,0,0,304
5,0,10,314
5,0,10,324
5,0,2,326
1,0,0,326
2,1,2,328
1,1,0,328
2,0,0,328
3,0,0,328
4,0,0,328
5,0,10,338
5,0,10,348
5,0,10,358
5,0,10,368
5,0,10,378
5,0,10,388
5,0,10,398
5,0,10,408
5,0,10,418
5,0,10,428
5,0,10,438
5,0,10,448
5,0,10,458
5,0,10,468
5,0,2,470
1,0,0,470
2,1,2,472
1,1,2,474
1,0,0,474
2,0,0,474
3,0,0,474
4,0,0,474
5,0,2,476
1,0,0,476
2,1,2,478
1,1,2,480
1,0,0,480
2,0,0,480
3,0,2,482
1,0,0,482
2,0,0,482
3,0,0,482
4,0,2,484
1,1,2,486
1,1,0,486
2,0,0,486
3,0,0,486
4,0,2,488
1,0,0,488
2,1,2,490
1,1,2,492
1,1,2,494
1,0,0,494
2,0,0,494
3,0,2,496
1,0,0,496
2,0,0,496
3,0,0,496
4,0,0,496
5,0,10,506
5,0,10,516
5,0,2,518
1,0,0,518
2,0,0,518
3,0,2,520
1,0,0,520
2,1,2,522
1,1,2,524
1,0,0,524
2,0,0,524
3,0,0,524
4,0,0,524
5,0,10,534
5,0,10,544
5,0,10,554
5,0,10,564
5,0,10,574
5,0,10,584
5,0,10,594
5,0,2,596
1,0,0,596
2,1,0,596
3,1,2,598
1,1,2,600
1,0,0,600
2,0,0,600
3,0,0,600
4,0,0,600
5,0,10,610
5,0,10,620
5,0,2,622
1,0,0,622
2,1,2,624
1,1,2,626
1,0,0,626
2,0,0,626
3,0,0,626
4,0,0,626
5,0,10,636
5,0,2,638
1,0,2,640
1,1,2,642
1,1,2,644
1,0,0,644
2,0,0,644
3,0,0,644
4,0,0,644
5,0,10,654
5,0,10,664
5,0,10,674
5,0,10,684
5,0,10,694
5,0,10,704
5,0,10,714
5,0,10,724
5,0,10,734
5,0,10,744
5,0,10,754
5,0,10,764
5,0,10,774
5,0,10,784
5,0,10,794
5,0,10,804
5,0,10,814
5,0,10,824
5,0,10,834
5,0,10,844
5,0,10,854
5,0,2,856
1,1,2,858
1,0,2,860
1,0,0,860
2,0,0,860
3,0,0,860
4,0,2,862
1,0,0,862
2,0,0,862
3,0,0,862
4,0,0,862
5,0,10,872
5,0,2,874
1,0,0,874
2,1,0,874
3,1,2,876
1,1,2,878
1,0,0,878
2,0,0,878
3,0,0,878
4,0,2,880
1,1,2,882
1,0,2,884
1,0,2,886
1,0,0,886
2,0,0,886
3,0,0,886
4,0,0,886
5,0,2,888
1,0,0,888
2,0,0,888
3,0,0,888
4,0,0,888
5,0,10,898
5,0,10,908
5,0,2,910
1,0,0,910
2,0,0,910
3,0,0,910
4,0,0,910
5,0,10,920
5,0,10,930
5,0,10,940
5,0,10,950
5,0,10,960
5,0,2,962
1,0,0,962
2,0,0,962
3,0,2,964
1,0,0,964
2,0,0,964
3,0,0,964
4,0,0,964
5,0,10,974
5,0,10,984
5,0,10,994
5,0,10,1004
5,0,2,1006
1,0,0,1006
2,0,0,1006
3,0,0,1006
4,0,0,1006
5,0,10,1016
5,0,10,1026
5,0,10,1036
5,0,10,1046
5,0,10,1056
5,0,10,1066
5,0,10,1076
5,0,10,1086
