state,action,reward,total
1,0,0,0
2,0,0,0
3,0,2,2
1,0,0,2
2,0,0,2
3,0,0,2
4,0,2,4
1,1,2,6
1,0,0,6
2,0,0,6
3,0,2,8
1,0,0,8
2,1,2,10
1,0,0,10
2,0,0,10
3,0,0,10
4,0,0,10
5,0,10,20
5,0,10,30
5,0,10,40
5,0,10,50
5,0,10,60
5,0,10,70
5,0,10,80
5,0,10,90
5,0,2,92
1,0,0,92
2,1,2,94
1,0,0,94
2,0,2,96
1,0,0,96
2,0,2,98
1,0,0,98
2,0,0,98
3,0,0,98
4,0,0,98
5,0,10,108
5,0,10,118
5,0,10,128
5,0,10,138
5,0,2,140
1,0,0,140
2,1,2,142
1,0,2,144
1,0,0,144
2,0,0,144
3,0,0,144
4,0,0,144
5,0,10,154
5,0,10,164
5,0,10,174
5,0,10,184
5,0,10,194
5,0,10,204
5,0,10,214
5,0,10,224
5,0,10,234
5,0,10,244
5,0,10,254
5,0,10,264
5,0,10,274
5,0,10,284
5,0,10,294
5,0,10,304
5,0,2,306
1,0,0,306
2,1,0,306
3,0,0,306
4,0,0,306
5,0,2,308
1,0,2,310
1,0,0,310
2,0,0,310
3,0,2,312
1,0,2,314
1,0,2,316
1,1,2,318
1,0,2,320
1,0,0,320
2,0,0,320
3,0,0,320
4,0,0,320
5,0,10,330
5,0,10,340
5,0,10,350
5,0,10,360
5,0,10,370
5,0,10,380
5,0,10,390
5,0,10,400
5,0,10,410
5,0,2,412
1,1,2,414
1,0,2,416
1,0,0,416
2,0,0,416
3,0,0,416
4,0,0,416
5,0,10,426
5,0,10,436
5,0,10,446
5,0,2,448
1,0,0,448
2,1,0,448
3,0,0,448
4,0,0,448
5,0,10,458
5,0,10,468
5,0,10,478
5,0,10,488
5,0,10,498
5,0,10,508
5,0,10,518
5,0,10,528
5,0,10,538
5,0,10,548
5,0,10,558
5,0,10,568
5,0,10,578
5,0,10,588
5,0,10,598
5,0,10,608
5,0,2,610
1,1,2,612
1,0,2,614
1,0,2,616
1,0,0,616
2,0,0,616
3,0,0,616
4,0,0,616
5,0,10,626
5,0,10,636
5,0,10,646
5,0,2,648
1,0,0,648
2,1,2,650
1,0,0,650
2,0,0,650
3,0,0,650
4,0,0,650
5,0,10,660
5,0,10,670
5,0,10,680
5,0,2,682
1,1,2,684
1,1,2,686
1,0,2,688
1,0,0,688
2,1,2,690
1,1,2,692
1,1,0,692
2,1,2,694
1,1,2,696
1,1,0,696
2,1,2,698
1,1,0,698
2,0,0,698
3,0,2,700
1,0,0,700
2,0,0,700
3,0,2,702
1,0,0,702
2,0,2,704
1,0,2,706
1,1,0,706
2,0,2,708
1,0,0,708
2,0,2,710
1,0,0,710
2,0,0,710
3,0,0,710
4,0,0,710
5,0,10,720
5,0,10,730
5,0,10,740
5,0,10,750
5,0,10,760
5,0,10,770
5,0,10,780
5,0,2,782
1,0,0,782
2,0,0,782
3,0,0,782
4,0,0,782
5,0,10,792
5,0,10,802
5,0,10,812
5,0,10,822
5,0,10,832
5,0,10,842
5,0,10,852
5,0,2,854
1,0,0,854
2,1,0,854
3,0,0,854
4,0,0,854
5,0,10,864
5,0,10,874
5,0,10,884
5,0,10,894
5,0,10,904
5,0,10,914
5,0,10,924
5,0,10,934
5,0,10,944
5,0,2,946
1,0,0,946
2,0,0,946
3,0,0,946
4,0,0,946
5,0,10,956
5,0,10,966
5,0,10,976
5,0,2,978
1,0,0,978
2,0,0,978
3,0,0,978
4,0,0,978
5,0,10,988
5,0,2,990
1,0,0,990
2,1,2,992
1,1,2,994
1,0,2,996
1,0,0,996
2,0,0,996
3,0,0,996
4,0,0,996
5,0,10,1006
5,0,10,1016
5,0,10,1026
5,0,2,1028
1,0,2,1030
1,1,2,1032
1,0,0,1032
2,0,0,1032
3,0,0,1032
4,0,2,1034
1,0,0,1034
2,0,2,1036
1,0,0,1036
2,0,0,1036
3,0,2,1038
1,0,0,1038
2,0,0,1038
3,0,0,1038
4,0,0,1038
5,0,10,1048
5,0,10,1058
5,0,10,1068
5,0,10,1078
5,0,10,1088
5,0,10,1098
5,0,10,1108
5,0,10,1118
5,0,10,1128
5,0,2,1130
1,1,2,1132
1,0,2,1134
1,0,2,1136
1,0,2,1138
1,0,0,1138
2,0,0,1138
3,0,0,1138
4,0,0,1138
5,0,10,1148
5,0,10,1158
5,0,10,1168
5,0,2,1170
1,0,0,1170
2,1,2,1172
1,0,2,1174
1,0,2,1176
1,0,2,1178
1,0,0,1178
2,0,0,1178
3,0,0,1178
4,0,2,1180
1,0,2,1182
1,0,0,1182
2,1,0,1182
3,1,2,1184
1,0,0,1184
2,0,2,1186
1,0,2,1188
1,0,0,1188
2,1,2,1190
1,1,2,1192
1,1,2,1194
1,0,0,1194
2,0,2,1196
1,0,0,1196
2,0,0,1196
3,0,0,1196
4,0,2,1198
1,0,2,1200
1,1,2,1202
1,0,0,1202
2,0,0,1202
3,0,0,1202
