state,action,reward,total
0,1,0,0
5,0,0,0
0,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,2,2
0,0,0,2
1,0,0,2
2,0,0,2
3,0,0,2
4,1,1,3
0,0,0,3
1,0,0,3
2,0,0,3
3,0,0,3
4,0,1,4
0,1,0,4
5,0,0,4
0,1,0,4
5,1,0,4
6,1,0,4
7,1,0,4
8,1,2,6
0,1,0,6
5,1,0,6
6,1,0,6
7,1,0,6
8,1,2,8
0,1,0,8
5,1,0,8
6,1,0,8
7,1,0,8
8,1,2,10
0,1,0,10
5,1,0,10
6,1,0,10
7,1,0,10
8,1,2,12
0,1,0,12
5,1,0,12
6,0,0,12
0,1,0,12
5,1,0,12
6,1,0,12
7,0,0,12
0,1,0,12
5,1,0,12
6,1,0,12
7,1,0,12
8,0,2,14
0,1,0,14
5,1,0,14
6,1,0,14
7,0,0,14
0,1,0,14
5,1,0,14
6,0,0,14
0,0,0,14
1,0,0,14
2,1,0,14
3,1,0,14
4,1,1,15
0,0,0,15
1,0,0,15
2,1,0,15
3,1,0,15
4,1,1,16
0,0,0,16
1,0,0,16
2,0,0,16
3,0,0,16
4,0,1,17
0,0,0,17
1,0,0,17
2,0,0,17
3,0,0,17
4,0,1,18
0,0,0,18
1,0,0,18
2,0,0,18
3,0,0,18
4,0,1,19
0,1,0,19
5,1,0,19
6,1,0,19
7,1,0,19
8,1,2,21
0,1,0,21
5,1,0,21
6,1,0,21
7,1,0,21
8,1,2,23
0,1,0,23
5,1,0,23
6,1,0,23
7,1,0,23
8,1,2,25
0,0,0,25
1,0,0,25
2,0,0,25
3,0,0,25
4,0,1,26
0,0,0,26
1,0,0,26
2,0,0,26
3,0,0,26
4,0,1,27
0,1,0,27
5,1,0,27
6,1,0,27
7,1,0,27
8,1,2,29
0,1,0,29
5,1,0,29
6,1,0,29
7,1,0,29
8,1,2,31
0,1,0,31
5,1,0,31
6,1,0,31
7,1,0,31
8,1,2,33
0,1,0,33
5,1,0,33
6,1,0,33
7,1,0,33
8,1,2,35
0,1,0,35
5,1,0,35
6,1,0,35
7,1,0,35
8,1,2,37
0,1,0,37
5,1,0,37
6,1,0,37
7,1,0,37
8,1,2,39
0,1,0,39
5,1,0,39
6,1,0,39
7,1,0,39
8,1,2,41
0,1,0,41
5,1,0,41
6,1,0,41
7,0,0,41
0,0,0,41
1,0,0,41
2,0,0,41
3,1,0,41
4,1,1,42
0,1,0,42
5,1,0,42
6,1,0,42
7,1,0,42
8,0,2,44
0,0,0,44
1,0,0,44
2,0,0,44
3,1,0,44
4,1,1,45
0,1,0,45
5,1,0,45
6,1,0,45
7,1,0,45
8,1,2,47
0,1,0,47
5,1,0,47
6,1,0,47
7,1,0,47
8,0,2,49
0,1,0,49
5,1,0,49
6,1,0,49
7,0,0,49
0,0,0,49
1,1,0,49
2,1,0,49
3,1,0,49
4,1,1,50
0,0,0,50
1,1,0,50
2,0,0,50
3,1,0,50
4,0,1,51
0,1,0,51
5,0,0,51
0,1,0,51
5,0,0,51
0,1,0,51
5,0,0,51
0,1,0,51
5,0,0,51
0,1,0,51
5,0,0,51
0,1,0,51
5,0,0,51
0,1,0,51
5,0,0,51
0,1,0,51
5,1,0,51
6,0,0,51
0,1,0,51
5,1,0,51
6,1,0,51
7,0,0,51
0,1,0,51
5,1,0,51
6,1,0,51
7,1,0,51
8,0,2,53
0,1,0,53
5,1,0,53
6,1,0,53
7,1,0,53
8,1,2,55
0,1,0,55
5,1,0,55
6,1,0,55
7,1,0,55
8,1,2,57
0,1,0,57
5,1,0,57
6,1,0,57
7,1,0,57
8,1,2,59
0,1,0,59
5,1,0,59
6,1,0,59
7,1,0,59
8,1,2,61
0,1,0,61
5,1,0,61
6,1,0,61
7,1,0,61
8,1,2,63
0,1,0,63
5,1,0,63
6,1,0,63
7,1,0,63
8,1,2,65
0,0,0,65
1,1,0,65
2,0,0,65
3,1,0,65
4,0,1,66
0,0,0,66
1,1,0,66
2,0,0,66
3,1,0,66
4,0,1,67
0,1,0,67
5,0,0,67
0,1,0,67
5,0,0,67
0,1,0,67
5,1,0,67
6,1,0,67
7,1,0,67
8,1,2,69
0,1,0,69
5,1,0,69
6,1,0,69
7,1,0,69
8,1,2,71
0,1,0,71
5,1,0,71
6,1,0,71
7,1,0,71
8,1,2,73
0,1,0,73
5,1,0,73
6,1,0,73
7,1,0,73
8,1,2,75
0,1,0,75
5,1,0,75
6,1,0,75
7,1,0,75
8,1,2,77
0,1,0,77
5,1,0,77
6,1,0,77
7,1,0,77
8,1,2,79
0,1,0,79
5,1,0,79
6,1,0,79
7,1,0,79
8,1,2,81
0,1,0,81
5,1,0,81
6,1,0,81
7,1,0,81
8,1,2,83
0,1,0,83
5,1,0,83
6,1,0,83
7,1,0,83
