state,action,reward,total
0,0,0,0
1,0,0,0
2,0,0,0
3,1,0,0
4,1,1,1
0,1,0,1
5,1,0,1
6,1,0,1
7,0,2,3
0,0,0,3
1,1,0,3
2,1,0,3
3,1,0,3
4,1,1,4
0,0,0,4
1,1,0,4
2,1,0,4
3,1,0,4
4,1,1,5
0,1,0,5
5,1,0,5
6,1,0,5
7,0,2,7
0,1,0,7
5,1,0,7
6,1,0,7
7,0,2,9
0,1,0,9
5,1,0,9
6,1,0,9
7,0,2,11
0,1,0,11
5,1,0,11
6,1,0,11
7,0,2,13
0,1,0,13
5,1,0,13
6,1,0,13
7,0,2,15
0,1,0,15
5,1,0,15
6,1,0,15
7,0,2,17
0,1,0,17
5,1,0,17
6,1,0,17
7,0,2,19
0,1,0,19
5,1,0,19
6,1,0,19
7,0,2,21
0,1,0,21
5,1,0,21
6,1,0,21
7,0,2,23
0,1,0,23
5,1,0,23
6,1,0,23
7,0,2,25
0,1,0,25
5,1,0,25
6,1,0,25
7,0,2,27
0,1,0,27
5,1,0,27
6,1,0,27
7,0,2,29
0,1,0,29
5,1,0,29
6,1,0,29
7,0,2,31
0,1,0,31
5,1,0,31
6,1,0,31
7,0,2,33
0,1,0,33
5,1,0,33
6,1,0,33
7,0,2,35
0,1,0,35
5,1,0,35
6,1,0,35
7,0,2,37
0,1,0,37
5,1,0,37
6,1,0,37
7,0,2,39
0,1,0,39
5,1,0,39
6,1,0,39
7,0,2,41
0,1,0,41
5,1,0,41
6,1,0,41
7,0,2,43
0,1,0,43
5,1,0,43
6,1,0,43
7,0,2,45
0,1,0,45
5,1,0,45
6,1,0,45
7,0,2,47
0,1,0,47
5,1,0,47
6,1,0,47
7,0,2,49
0,1,0,49
5,1,0,49
6,1,0,49
7,0,2,51
0,1,0,51
5,1,0,51
6,1,0,51
7,0,2,53
0,1,0,53
5,1,0,53
6,1,0,53
7,0,2,55
0,1,0,55
5,1,0,55
6,1,0,55
7,0,2,57
0,1,0,57
5,1,0,57
6,1,0,57
7,0,2,59
0,1,0,59
5,1,0,59
6,1,0,59
7,0,2,61
0,1,0,61
5,1,0,61
6,1,0,61
7,0,2,63
0,1,0,63
5,1,0,63
6,1,0,63
7,0,2,65
0,1,0,65
5,1,0,65
6,1,0,65
7,0,2,67
0,1,0,67
5,1,0,67
6,1,0,67
7,0,2,69
0,1,0,69
5,1,0,69
6,1,0,69
7,0,2,71
0,1,0,71
5,1,0,71
6,1,0,71
7,0,2,73
0,1,0,73
5,1,0,73
6,1,0,73
7,0,2,75
0,1,0,75
5,1,0,75
6,1,0,75
7,0,2,77
0,1,0,77
5,1,0,77
6,1,0,77
7,0,2,79
0,1,0,79
5,1,0,79
6,1,0,79
7,0,2,81
0,1,0,81
5,1,0,81
6,1,0,81
7,0,2,83
0,1,0,83
5,1,0,83
6,1,0,83
7,0,2,85
0,1,0,85
5,1,0,85
6,1,0,85
7,0,2,87
0,1,0,87
5,1,0,87
6,1,0,87
7,0,2,89
0,1,0,89
5,1,0,89
6,1,0,89
7,0,2,91
0,1,0,91
5,1,0,91
6,1,0,91
7,0,2,93
0,1,0,93
5,1,0,93
6,1,0,93
7,0,2,95
0,1,0,95
5,1,0,95
6,1,0,95
7,0,2,97
0,1,0,97
5,1,0,97
6,1,0,97
7,0,2,99
0,1,0,99
5,1,0,99
6,1,0,99
7,0,2,101
0,1,0,101
5,1,0,101
6,1,0,101
7,0,2,103
0,1,0,103
5,1,0,103
6,1,0,103
7,0,2,105
0,1,0,105
5,1,0,105
6,1,0,105
7,0,2,107
0,1,0,107
5,1,0,107
6,1,0,107
7,0,2,109
0,1,0,109
5,1,0,109
6,1,0,109
7,0,2,111
0,1,0,111
5,1,0,111
6,1,0,111
7,0,2,113
0,1,0,113
5,1,0,113
6,1,0,113
7,0,2,115
0,1,0,115
5,1,0,115
6,1,0,115
7,0,2,117
0,1,0,117
5,1,0,117
6,1,0,117
7,0,2,119
0,1,0,119
5,1,0,119
6,1,0,119
7,0,2,121
0,1,0,121
5,1,0,121
6,1,0,121
7,0,2,123
0,1,0,123
5,1,0,123
6,1,0,123
7,0,2,125
0,1,0,125
5,1,0,125
6,1,0,125
7,0,2,127
0,1,0,127
5,1,0,127
6,1,0,127
7,0,2,129
0,1,0,129
5,1,0,129
6,1,0,129
7,0,2,131
0,1,0,131
5,1,0,131
6,1,0,131
7,0,2,133
0,1,0,133
5,1,0,133
6,1,0,133
7,0,2,135
0,1,0,135
5,1,0,135
6,1,0,135
7,0,2,137
0,1,0,137
5,1,0,137
6,1,0,137
7,0,2,139
0,1,0,139
5,1,0,139
6,1,0,139
7,0,2,141
0,1,0,141
5,1,0,141
6,1,0,141
7,0,2,143
0,1,0,143
5,1,0,143
6,1,0,143
7,0,2,145
0,1,0,145
