state,action,reward,total
1,0,2,2
1,0,0,2
2,1,2,4
1,1,0,4
2,0,0,4
3,0,0,4
4,0,0,4
5,1,2,6
1,1,2,8
1,1,2,10
1,1,2,12
1,1,2,14
1,1,0,14
2,0,0,14
3,1,2,16
1,1,2,18
1,1,2,20
1,1,0,20
2,0,2,22
1,1,2,24
1,0,0,24
2,1,2,26
1,1,2,28
1,1,2,30
1,1,2,32
1,1,0,32
2,0,0,32
3,0,2,34
1,0,2,36
1,0,0,36
2,1,0,36
3,1,2,38
1,1,2,40
1,1,2,42
1,1,2,44
1,1,0,44
2,0,2,46
1,1,2,48
1,0,0,48
2,1,2,50
1,1,2,52
1,1,2,54
1,1,2,56
1,1,2,58
1,1,2,60
1,1,2,62
1,1,2,64
1,1,2,66
1,1,2,68
1,1,2,70
1,1,2,72
1,1,2,74
1,1,0,74
2,0,0,74
3,1,2,76
1,1,0,76
2,0,0,76
3,0,2,78
1,0,2,80
1,0,2,82
1,0,0,82
2,1,2,84
1,1,2,86
1,1,0,86
2,0,0,86
3,0,0,86
4,0,0,86
5,1,2,88
1,1,2,90
1,1,2,92
1,1,2,94
1,1,2,96
1,1,2,98
1,1,2,100
1,1,2,102
1,1,2,104
1,1,2,106
1,1,2,108
1,1,2,110
1,1,2,112
1,1,2,114
1,1,2,116
1,1,2,118
1,1,2,120
1,1,2,122
1,1,0,122
2,0,0,122
3,1,2,124
1,1,0,124
2,1,2,126
1,1,2,128
1,1,2,130
1,1,2,132
1,1,2,134
1,1,2,136
1,1,2,138
1,1,2,140
1,1,2,142
1,1,2,144
1,1,2,146
1,1,2,148
1,1,0,148
2,1,2,150
1,1,2,152
1,1,2,154
1,1,2,156
1,1,2,158
1,1,2,160
1,1,2,162
1,1,2,164
1,1,2,166
1,1,0,166
2,0,0,166
3,1,2,168
1,1,2,170
1,1,0,170
2,1,2,172
1,1,0,172
2,1,2,174
1,1,2,176
1,1,0,176
2,1,2,178
1,1,2,180
1,1,2,182
1,1,2,184
1,1,2,186
1,1,2,188
1,1,2,190
1,1,0,190
2,1,2,192
1,1,2,194
1,1,2,196
1,1,2,198
1,1,2,200
1,1,2,202
1,1,2,204
1,1,0,204
2,0,0,204
3,1,2,206
1,1,0,206
2,1,0,206
3,1,2,208
1,1,2,210
1,1,2,212
1,1,2,214
1,1,0,214
2,1,2,216
1,1,2,218
1,1,2,220
1,1,2,222
1,1,2,224
1,1,2,226
1,1,2,228
1,1,2,230
1,1,2,232
1,1,2,234
1,1,0,234
2,0,0,234
3,1,2,236
1,1,2,238
1,1,2,240
1,1,2,242
1,1,2,244
1,1,2,246
1,1,2,248
1,1,2,250
1,1,2,252
1,1,2,254
1,1,2,256
1,1,2,258
1,1,0,258
2,0,2,260
1,1,2,262
1,1,2,264
1,1,2,266
1,1,2,268
1,1,2,270
1,1,2,272
1,1,2,274
1,1,2,276
1,1,2,278
1,1,2,280
1,1,2,282
1,1,2,284
1,1,2,286
1,1,0,286
2,0,0,286
3,0,2,288
1,0,0,288
2,1,2,290
1,1,2,292
1,1,0,292
2,1,2,294
1,1,2,296
1,1,2,298
1,1,0,298
2,0,2,300
1,1,2,302
1,0,2,304
1,0,0,304
2,1,0,304
3,1,2,306
1,1,2,308
1,1,2,310
1,1,2,312
1,1,2,314
1,1,2,316
1,1,2,318
1,1,2,320
1,1,2,322
1,1,2,324
1,1,0,324
2,0,0,324
3,0,0,324
4,0,0,324
5,1,10,334
5,1,2,336
1,1,0,336
2,0,0,336
3,0,0,336
4,0,0,336
5,0,10,346
5,0,2,348
1,0,2,350
1,0,2,352
1,0,0,352
2,1,2,354
1,1,0,354
2,0,2,356
1,1,0,356
2,0,0,356
3,0,0,356
4,0,0,356
5,0,10,366
5,0,10,376
5,0,10,386
5,0,10,396
5,0,10,406
5,0,10,416
5,0,2,418
1,1,2,420
1,1,2,422
1,1,2,424
1,1,2,426
1,1,2,428
1,1,2,430
1,1,2,432
1,1,2,434
1,1,0,434
2,0,0,434
3,0,2,436
1,1,2,438
1,0,2,440
1,0,0,440
2,1,0,440
3,1,0,440
4,1,2,442
1,1,2,444
1,1,2,446
1,1,2,448
1,1,2,450
1,1,0,450
2,0,0,450
3,1,2,452
1,1,2,454
1,1,0,454
2,0,0,454
3,0,0,454
4,0,0,454
5,0,10,464
5,0,10,474
5,0,10,484
5,0,10,494
5,0,10,504
5,0,10,514
5,0,10,524
5,0,10,534
5,0,2,536
1,1,2,538
1,0,0,538
2,0,2,540
1,0,0,540
2,0,0,540
3,0,0,540
4,0,0,540
5,0,10,550
5,0,10,560
5,0,10,570
5,0,10,580
5,0,10,590
5,0,10,600
5,0,10,610
5,0,10,620
5,0,10,630
5,0,10,640
5,0,10,650
5,0,10,660
5,0,10,670
5,0,10,680
5,0,10,690
