state,action,reward,total
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,1
0,0,0,1
1,0,0,1
2,0,0,1
3,0,0,1
4,0,1,2
0,0,0,2
1,0,0,2
2,0,0,2
3,0,0,2
4,0,1,3
0,0,0,3
1,1,0,3
2,0,0,3
3,0,0,3
4,0,1,4
0,0,0,4
1,0,0,4
2,0,0,4
3,0,0,4
4,0,1,5
0,0,0,5
1,0,0,5
2,0,0,5
3,0,0,5
4,0,1,6
0,0,0,6
1,0,0,6
2,0,0,6
3,0,0,6
4,0,1,7
0,1,0,7
5,0,0,7
0,0,0,7
1,0,0,7
2,0,0,7
3,0,0,7
4,0,1,8
0,0,0,8
1,0,0,8
2,0,0,8
3,0,0,8
4,0,1,9
0,0,0,9
1,1,0,9
2,1,0,9
3,1,0,9
4,1,1,10
0,1,0,10
5,1,0,10
6,1,0,10
7,1,0,10
8,1,2,12
0,1,0,12
5,0,0,12
0,1,0,12
5,1,0,12
6,1,0,12
7,1,0,12
8,1,2,14
0,0,0,14
1,1,0,14
2,1,0,14
3,1,0,14
4,0,1,15
0,0,0,15
1,0,0,15
2,0,0,15
3,0,0,15
4,0,1,16
0,0,0,16
1,0,0,16
2,0,0,16
3,0,0,16
4,0,1,17
0,0,0,17
1,0,0,17
2,0,0,17
3,0,0,17
4,0,1,18
0,1,0,18
5,1,0,18
6,1,0,18
7,1,0,18
8,1,2,20
0,1,0,20
5,1,0,20
6,1,0,20
7,1,0,20
8,1,2,22
0,1,0,22
5,1,0,22
6,1,0,22
7,1,0,22
8,1,2,24
0,1,0,24
5,1,0,24
6,1,0,24
7,1,0,24
8,1,2,26
0,1,0,26
5,1,0,26
6,1,0,26
7,1,0,26
8,1,2,28
0,1,0,28
5,1,0,28
6,1,0,28
7,1,0,28
8,1,2,30
0,0,0,30
1,1,0,30
2,1,0,30
3,1,0,30
4,1,1,31
0,1,0,31
5,1,0,31
6,1,0,31
7,1,0,31
8,1,2,33
0,1,0,33
5,1,0,33
6,1,0,33
7,1,0,33
8,1,2,35
0,1,0,35
5,1,0,35
6,1,0,35
7,1,0,35
8,1,2,37
0,1,0,37
5,1,0,37
6,1,0,37
7,1,0,37
8,1,2,39
0,1,0,39
5,1,0,39
6,1,0,39
7,1,0,39
8,1,2,41
0,1,0,41
5,1,0,41
6,1,0,41
7,1,0,41
8,1,2,43
0,0,0,43
1,1,0,43
2,1,0,43
3,0,0,43
4,0,1,44
0,0,0,44
1,0,0,44
2,0,0,44
3,0,0,44
4,0,1,45
0,0,0,45
1,1,0,45
2,1,0,45
3,1,0,45
4,1,1,46
0,1,0,46
5,1,0,46
6,1,0,46
7,1,0,46
8,1,2,48
0,1,0,48
5,1,0,48
6,1,0,48
7,1,0,48
8,1,2,50
0,1,0,50
5,1,0,50
6,1,0,50
7,1,0,50
8,1,2,52
0,1,0,52
5,1,0,52
6,1,0,52
7,1,0,52
8,1,2,54
0,1,0,54
5,1,0,54
6,1,0,54
7,1,0,54
8,1,2,56
0,1,0,56
5,1,0,56
6,1,0,56
7,1,0,56
8,1,2,58
0,1,0,58
5,1,0,58
6,1,0,58
7,1,0,58
8,1,2,60
0,0,0,60
1,1,0,60
2,1,0,60
3,1,0,60
4,1,1,61
0,1,0,61
5,1,0,61
6,1,0,61
7,1,0,61
8,1,2,63
0,1,0,63
5,1,0,63
6,1,0,63
7,1,0,63
8,1,2,65
0,1,0,65
5,1,0,65
6,1,0,65
7,1,0,65
8,1,2,67
0,1,0,67
5,1,0,67
6,1,0,67
7,1,0,67
8,1,2,69
0,1,0,69
5,1,0,69
6,1,0,69
7,1,0,69
8,1,2,71
0,1,0,71
5,1,0,71
6,1,0,71
7,1,0,71
8,1,2,73
0,1,0,73
5,1,0,73
6,1,0,73
7,1,0,73
8,1,2,75
0,1,0,75
5,1,0,75
6,1,0,75
7,1,0,75
8,1,2,77
0,1,0,77
5,1,0,77
6,1,0,77
7,1,0,77
8,1,2,79
0,1,0,79
5,1,0,79
6,1,0,79
7,1,0,79
8,1,2,81
0,1,0,81
5,1,0,81
6,1,0,81
7,1,0,81
8,1,2,83
0,1,0,83
5,1,0,83
6,1,0,83
7,1,0,83
8,1,2,85
0,1,0,85
5,1,0,85
6,1,0,85
7,1,0,85
8,1,2,87
0,1,0,87
5,1,0,87
6,1,0,87
7,1,0,87
8,1,2,89
0,1,0,89
5,1,0,89
6,1,0,89
7,1,0,89
8,1,2,91
0,1,0,91
5,1,0,91
6,1,0,91
7,1,0,91
8,1,2,93
0,1,0,93
5,1,0,93
6,1,0,93
7,1,0,93
8,1,2,95
0,1,0,95
5,1,0,95
6,1,0,95
7,1,0,95
8,1,2,97
0,1,0,97
5,1,0,97
6,1,0,97
7,1,0,97
8,1,2,99
0,1,0,99
