state,action,reward,total
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,1
0,0,0,1
1,0,0,1
2,0,0,1
3,0,0,1
4,0,1,2
0,0,0,2
1,0,0,2
2,0,0,2
3,0,0,2
4,0,1,3
0,0,0,3
1,0,0,3
2,0,0,3
3,0,0,3
4,0,1,4
0,1,0,4
5,1,0,4
6,1,0,4
7,0,2,6
0,0,0,6
1,0,0,6
2,0,0,6
3,0,0,6
4,0,1,7
0,0,0,7
1,0,0,7
2,0,0,7
3,0,0,7
4,0,1,8
0,1,0,8
5,1,0,8
6,1,0,8
7,0,2,10
0,0,0,10
1,1,0,10
2,1,0,10
3,1,0,10
4,1,1,11
0,1,0,11
5,1,0,11
6,1,0,11
7,0,2,13
0,1,0,13
5,1,0,13
6,1,0,13
7,0,2,15
0,0,0,15
1,1,0,15
2,1,0,15
3,1,0,15
4,1,1,16
0,0,0,16
1,1,0,16
2,1,0,16
3,1,0,16
4,1,1,17
0,1,0,17
5,1,0,17
6,1,0,17
7,0,2,19
0,1,0,19
5,1,0,19
6,1,0,19
7,0,2,21
0,1,0,21
5,1,0,21
6,1,0,21
7,0,2,23
0,1,0,23
5,1,0,23
6,1,0,23
7,0,2,25
0,1,0,25
5,1,0,25
6,1,0,25
7,0,2,27
0,1,0,27
5,1,0,27
6,1,0,27
7,0,2,29
0,1,0,29
5,1,0,29
6,1,0,29
7,0,2,31
0,1,0,31
5,1,0,31
6,1,0,31
7,0,2,33
0,0,0,33
1,0,0,33
2,0,0,33
3,0,0,33
4,0,1,34
0,0,0,34
1,0,0,34
2,0,0,34
3,0,0,34
4,0,1,35
0,1,0,35
5,1,0,35
6,1,0,35
7,0,2,37
0,1,0,37
5,1,0,37
6,1,0,37
7,0,2,39
0,1,0,39
5,1,0,39
6,1,0,39
7,0,2,41
0,1,0,41
5,1,0,41
6,1,0,41
7,0,2,43
0,1,0,43
5,1,0,43
6,1,0,43
7,0,2,45
0,1,0,45
5,1,0,45
6,1,0,45
7,0,2,47
0,1,0,47
5,1,0,47
6,1,0,47
7,0,2,49
0,1,0,49
5,1,0,49
6,1,0,49
7,0,2,51
0,1,0,51
5,1,0,51
6,1,0,51
7,0,2,53
0,1,0,53
5,1,0,53
6,1,0,53
7,0,2,55
0,1,0,55
5,1,0,55
6,1,0,55
7,0,2,57
0,1,0,57
5,1,0,57
6,1,0,57
7,0,2,59
0,1,0,59
5,1,0,59
6,1,0,59
7,0,2,61
0,1,0,61
5,1,0,61
6,1,0,61
7,0,2,63
0,1,0,63
5,1,0,63
6,1,0,63
7,0,2,65
0,1,0,65
5,1,0,65
6,1,0,65
7,0,2,67
0,1,0,67
5,1,0,67
6,1,0,67
7,0,2,69
0,1,0,69
5,1,0,69
6,1,0,69
7,0,2,71
0,1,0,71
5,1,0,71
6,1,0,71
7,0,2,73
0,1,0,73
5,1,0,73
6,1,0,73
7,0,2,75
0,1,0,75
5,1,0,75
6,1,0,75
7,0,2,77
0,1,0,77
5,1,0,77
6,1,0,77
7,0,2,79
0,1,0,79
5,1,0,79
6,1,0,79
7,0,2,81
0,1,0,81
5,1,0,81
6,1,0,81
7,0,2,83
0,1,0,83
5,1,0,83
6,1,0,83
7,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,1,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
8,1,0,83
8,0,0,83
