state,action,reward,total
1,0,2,0
1,0,2,2
1,0,2,4
1,0,2,6
1,0,2,8
1,0,2,10
1,0,2,12
1,0,2,14
1,0,2,16
1,0,2,18
1,0,2,20
1,0,2,22
1,0,2,24
1,0,2,26
1,0,2,28
1,0,2,30
1,0,2,32
1,0,2,34
1,0,2,36
1,0,2,38
1,0,2,40
1,0,2,42
1,0,2,44
1,0,2,46
1,0,2,48
1,0,2,50
1,0,2,52
1,0,2,54
1,0,2,56
1,0,2,58
1,0,2,60
1,0,2,62
1,0,2,64
1,0,2,66
1,0,2,68
1,0,2,70
1,0,2,72
1,0,2,74
1,0,2,76
1,0,2,78
1,0,2,80
1,0,2,82
1,0,2,84
1,0,2,86
1,0,2,88
1,0,2,90
1,0,2,92
1,0,2,94
1,0,2,96
1,0,2,98
1,0,2,100
1,0,2,102
1,0,2,104
1,0,2,106
1,0,2,108
1,0,2,110
1,0,2,112
1,0,2,114
1,0,2,116
1,0,2,118
1,0,2,120
1,0,2,122
1,0,2,124
1,0,2,126
1,0,2,128
1,0,2,130
1,0,2,132
1,0,2,134
1,0,2,136
1,0,2,138
1,0,2,140
1,0,2,142
1,0,2,144
1,0,2,146
1,0,2,148
1,0,2,150
1,0,2,152
1,0,2,154
1,0,2,156
1,0,2,158
1,0,2,160
1,0,2,162
1,0,2,164
1,0,2,166
1,0,2,168
1,0,2,170
1,0,2,172
1,0,2,174
1,0,2,176
1,0,2,178
1,0,2,180
1,0,2,182
1,0,2,184
1,0,2,186
1,0,2,188
1,0,2,190
1,0,2,192
1,0,2,194
1,0,2,196
1,0,2,198
1,0,2,200
1,0,2,202
1,0,2,204
1,0,2,206
1,0,2,208
1,0,2,210
1,0,2,212
1,0,2,214
1,0,2,216
1,0,2,218
1,0,2,220
1,0,2,222
1,0,2,224
1,0,2,226
1,0,2,228
1,0,2,230
1,0,2,232
1,0,2,234
1,0,2,236
1,0,2,238
1,0,2,240
1,0,2,242
1,0,2,244
1,0,2,246
1,0,2,248
1,0,2,250
1,0,2,252
1,0,2,254
1,0,2,256
1,0,2,258
1,0,2,260
1,0,2,262
1,0,2,264
1,0,2,266
1,0,2,268
1,0,2,270
1,0,2,272
1,0,2,274
1,0,2,276
1,0,2,278
1,0,2,280
1,0,2,282
1,0,2,284
1,0,2,286
1,0,2,288
1,0,2,290
1,0,2,292
1,0,2,294
1,0,2,296
1,0,2,298
1,0,2,300
1,0,2,302
1,0,2,304
1,0,2,306
1,0,2,308
1,0,2,310
1,0,2,312
1,0,2,314
1,0,2,316
1,0,2,318
1,0,2,320
1,0,2,322
1,0,2,324
1,0,2,326
1,0,2,328
1,0,2,330
1,0,2,332
1,0,2,334
1,0,2,336
1,0,2,338
1,0,2,340
1,0,2,342
1,0,2,344
1,0,2,346
1,0,2,348
1,0,2,350
1,0,2,352
1,0,2,354
1,0,2,356
1,0,2,358
1,0,2,360
1,0,2,362
1,0,2,364
1,0,2,366
1,0,2,368
1,0,2,370
1,0,2,372
1,0,2,374
1,0,2,376
1,0,2,378
1,0,2,380
1,0,2,382
1,0,2,384
1,0,2,386
1,0,2,388
1,0,2,390
1,0,2,392
1,0,2,394
1,0,2,396
1,0,2,398
1,0,2,400
1,0,2,402
1,0,2,404
1,0,2,406
1,0,2,408
1,0,2,410
1,0,2,412
1,0,2,414
1,0,2,416
1,0,2,418
1,0,2,420
1,0,2,422
1,0,2,424
1,0,2,426
1,0,2,428
1,0,2,430
1,0,2,432
1,0,2,434
1,0,2,436
1,0,2,438
1,0,2,440
1,0,2,442
1,0,2,444
1,0,2,446
1,0,2,448
1,0,2,450
1,0,2,452
1,0,2,454
1,0,2,456
1,0,2,458
1,0,2,460
1,0,2,462
1,0,2,464
1,0,2,466
1,0,2,468
1,0,2,470
1,0,2,472
1,0,2,474
1,0,2,476
1,0,2,478
1,0,2,480
1,0,2,482
1,0,2,484
1,0,2,486
1,0,2,488
1,0,2,490
1,0,2,492
1,0,2,494
1,0,2,496
1,0,2,498
1,0,2,500
1,0,2,502
1,0,2,504
1,0,2,506
1,0,2,508
1,0,2,510
1,0,2,512
1,0,2,514
1,0,2,516
1,0,2,518
1,0,2,520
1,0,2,522
1,0,2,524
1,0,2,526
1,0,2,528
1,0,2,530
1,0,2,532
1,0,2,534
1,0,2,536
1,0,2,538
1,0,2,540
1,0,2,542
1,0,2,544
1,0,2,546
1,0,2,548
1,0,2,550
1,0,2,552
1,0,2,554
1,0,2,556
1,0,2,558
1,0,2,560
1,0,2,562
1,0,2,564
1,0,2,566
1,0,2,568
1,0,2,570
1,0,2,572
1,0,2,574
1,0,2,576
1,0,2,578
1,0,2,580
1,0,2,582
1,0,2,584
1,0,2,586
1,0,2,588
1,0,2,590
1,0,2,592
1,0,2,594
1,0,2,596
1,0,2,598
1,0,2,600
1,0,2,602
1,0,2,604
1,0,2,606
1,0,2,608
1,0,2,610
1,0,2,612
1,0,2,614
1,0,2,616
1,0,2,618
1,0,2,620
1,0,2,622
1,0,2,624
1,0,2,626
1,0,2,628
1,0,2,630
1,0,2,632
1,0,2,634
1,0,2,636
1,0,2,638
1,0,2,640
1,0,2,642
1,0,2,644
1,0,2,646
1,0,2,648
1,0,2,650
1,0,2,652
1,0,2,654
1,0,2,656
1,0,2,658
1,0,2,660
1,0,2,662
1,0,2,664
1,0,2,666
1,0,2,668
1,0,2,670
1,0,2,672
1,0,2,674
1,0,2,676
1,0,2,678
1,0,2,680
