state,action,reward,total
1,0,2,2
1,0,0,2
2,0,0,2
3,0,2,4
1,0,0,4
2,0,0,4
3,0,2,6
1,0,0,6
2,0,0,6
3,0,2,8
1,1,2,10
1,1,2,12
1,0,0,12
2,0,0,12
3,0,0,12
4,0,0,12
5,0,10,22
5,0,10,32
5,0,10,42
5,0,10,52
5,0,10,62
5,0,10,72
5,0,10,82
5,0,10,92
5,0,10,102
5,0,10,112
5,0,10,122
5,0,10,132
5,0,10,142
5,0,2,144
1,1,0,144
2,0,2,146
1,0,0,146
2,0,0,146
3,0,0,146
4,0,0,146
5,0,10,156
5,0,10,166
5,0,10,176
5,0,10,186
5,0,10,196
5,0,10,206
5,0,10,216
5,0,10,226
5,0,10,236
5,0,10,246
5,0,10,256
5,0,10,266
5,0,2,268
1,0,2,270
1,1,2,272
1,1,2,274
1,0,0,274
2,0,0,274
3,0,2,276
1,0,2,278
1,1,0,278
2,0,0,278
3,0,0,278
4,0,0,278
5,0,10,288
5,0,10,298
5,0,10,308
5,0,10,318
5,0,2,320
1,1,2,322
1,0,0,322
2,0,0,322
3,0,0,322
4,0,0,322
5,0,2,324
1,0,0,324
2,0,2,326
1,0,0,326
2,0,0,326
3,0,0,326
4,0,2,328
1,0,0,328
2,0,0,328
3,0,0,328
4,0,0,328
5,0,10,338
5,0,10,348
5,0,10,358
5,0,10,368
5,0,2,370
1,0,0,370
2,1,2,372
1,0,0,372
2,0,0,372
3,0,0,372
4,0,0,372
5,0,10,382
5,0,10,392
5,0,10,402
5,0,10,412
5,0,10,422
5,0,2,424
1,1,0,424
2,0,0,424
3,0,0,424
4,0,2,426
1,0,0,426
2,0,0,426
3,0,0,426
4,0,0,426
5,0,10,436
5,0,2,438
1,1,2,440
1,0,0,440
2,0,0,440
3,0,0,440
4,0,2,442
1,0,0,442
2,1,2,444
1,1,2,446
1,0,0,446
2,0,2,448
1,0,2,450
1,0,0,450
2,0,0,450
3,0,0,450
4,0,0,450
5,0,10,460
5,0,10,470
5,0,10,480
5,0,10,490
5,0,10,500
5,0,10,510
5,0,10,520
5,0,10,530
5,0,10,540
5,0,2,542
1,1,2,544
1,0,2,546
1,0,0,546
2,0,0,546
3,0,0,546
4,0,0,546
5,0,10,556
5,0,10,566
5,0,10,576
5,0,2,578
1,1,2,580
1,0,0,580
2,0,0,580
3,0,0,580
4,0,0,580
5,0,10,590
5,0,10,600
5,0,10,610
5,0,10,620
5,0,10,630
5,0,10,640
5,0,10,650
5,0,10,660
5,0,10,670
5,0,10,680
5,0,10,690
5,0,10,700
5,0,10,710
5,0,10,720
5,0,10,730
5,0,10,740
5,0,10,750
5,0,10,760
5,0,10,770
5,0,2,772
1,0,0,772
2,1,2,774
1,1,2,776
1,0,0,776
2,0,2,778
1,0,0,778
2,0,0,778
3,0,2,780
1,0,0,780
2,0,0,780
3,0,0,780
4,0,0,780
5,0,10,790
5,0,10,800
5,0,10,810
5,0,10,820
5,0,10,830
5,0,2,832
1,0,0,832
2,1,2,834
1,1,2,836
1,0,0,836
2,0,0,836
3,0,2,838
1,0,0,838
2,0,0,838
3,0,0,838
4,0,0,838
5,0,10,848
5,0,2,850
1,0,0,850
2,1,2,852
1,1,0,852
2,0,2,854
1,0,0,854
2,0,2,856
1,0,0,856
2,0,0,856
3,0,0,856
4,0,0,856
5,0,10,866
5,0,2,868
1,0,0,868
2,1,2,870
1,1,2,872
1,0,2,874
1,0,0,874
2,0,0,874
3,0,0,874
4,0,2,876
1,0,2,878
1,0,0,878
2,0,0,878
3,0,2,880
1,0,0,880
2,0,2,882
1,0,0,882
2,1,2,884
1,1,2,886
1,1,2,888
1,0,2,890
1,0,2,892
1,0,2,894
1,1,2,896
1,1,2,898
1,1,2,900
1,0,0,900
2,0,2,902
1,0,0,902
2,0,2,904
1,0,0,904
2,0,0,904
3,0,0,904
4,0,2,906
1,0,0,906
2,0,0,906
3,0,0,906
4,0,0,906
5,0,10,916
5,0,10,926
5,0,10,936
5,0,10,946
5,0,10,956
5,0,2,958
1,0,0,958
2,1,2,960
1,1,2,962
1,0,0,962
2,0,0,962
3,0,2,964
1,0,2,966
1,0,0,966
2,0,0,966
3,0,0,966
4,0,0,966
5,0,10,976
5,0,10,986
5,0,10,996
5,0,10,1006
5,0,10,1016
5,0,2,1018
1,0,0,1018
2,1,0,1018
3,1,2,1020
1,1,0,1020
2,0,0,1020
3,0,0,1020
4,0,2,1022
1,0,2,1024
1,0,2,1026
1,0,0,1026
2,0,0,1026
3,0,0,1026
4,0,2,1028
1,0,0,1028
2,0,0,1028
3,0,0,1028
4,0,2,1030
1,0,0,1030
2,0,0,1030
3,0,0,1030
4,0,0,1030
5,0,2,1032
1,1,2,1034
1,1,0,1034
2,0,0,1034
3,0,0,1034
4,0,0,1034
5,0,10,1044
5,0,10,1054
5,0,10,1064
5,0,10,1074
