state,action,reward,total
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,1
0,0,0,1
1,1,0,1
2,1,0,1
3,1,0,1
4,1,1,2
0,1,0,2
5,1,0,2
6,1,0,2
7,1,0,2
8,1,6,8
0,1,0,8
5,1,0,8
6,1,0,8
7,1,0,8
8,1,6,14
0,1,0,14
5,1,0,14
6,1,0,14
7,1,0,14
8,1,6,20
0,0,0,20
1,1,0,20
2,1,0,20
3,1,0,20
4,1,1,21
0,1,0,21
5,1,0,21
6,1,0,21
7,1,0,21
8,1,-2,19
0,0,0,19
1,1,0,19
2,1,0,19
3,1,0,19
4,1,1,20
0,1,0,20
5,1,0,20
6,1,0,20
7,1,0,20
8,1,-2,18
0,1,0,18
5,1,0,18
6,1,0,18
7,1,0,18
8,1,6,24
0,1,0,24
5,1,0,24
6,1,0,24
7,1,0,24
8,1,-2,22
0,0,0,22
1,0,0,22
2,0,0,22
3,0,0,22
4,0,1,23
0,1,0,23
5,1,0,23
6,1,0,23
7,1,0,23
8,1,-2,21
0,1,0,21
5,0,0,21
0,1,0,21
5,1,0,21
6,1,0,21
7,1,0,21
8,1,6,27
0,0,0,27
1,1,0,27
2,1,0,27
3,1,0,27
4,1,1,28
0,1,0,28
5,1,0,28
6,1,0,28
7,1,0,28
8,1,6,34
0,1,0,34
5,1,0,34
6,1,0,34
7,1,0,34
8,1,6,40
0,1,0,40
5,1,0,40
6,1,0,40
7,1,0,40
8,1,-2,38
0,1,0,38
5,0,0,38
0,1,0,38
5,1,0,38
6,1,0,38
7,1,0,38
8,1,-2,36
0,0,0,36
1,0,0,36
2,0,0,36
3,0,0,36
4,0,1,37
0,1,0,37
5,1,0,37
6,1,0,37
7,1,0,37
8,1,6,43
0,0,0,43
1,0,0,43
2,0,0,43
3,0,0,43
4,0,1,44
0,0,0,44
1,0,0,44
2,0,0,44
3,0,0,44
4,0,1,45
0,1,0,45
5,1,0,45
6,1,0,45
7,1,0,45
8,1,-2,43
0,1,0,43
5,1,0,43
6,1,0,43
7,1,0,43
8,1,6,49
0,1,0,49
5,1,0,49
6,1,0,49
7,1,0,49
8,1,-2,47
0,1,0,47
5,1,0,47
6,1,0,47
7,1,0,47
8,1,6,53
0,1,0,53
5,1,0,53
6,1,0,53
7,1,0,53
8,1,6,59
0,1,0,59
5,1,0,59
6,1,0,59
7,1,0,59
8,1,-2,57
0,1,0,57
5,1,0,57
6,1,0,57
7,1,0,57
8,1,6,63
0,1,0,63
5,1,0,63
6,1,0,63
7,1,0,63
8,1,6,69
0,1,0,69
5,1,0,69
6,1,0,69
7,1,0,69
8,1,-2,67
0,1,0,67
5,1,0,67
6,1,0,67
7,1,0,67
8,1,-2,65
0,1,0,65
5,1,0,65
6,1,0,65
7,1,0,65
8,1,6,71
0,1,0,71
5,1,0,71
6,1,0,71
7,1,0,71
8,1,-2,69
0,1,0,69
5,1,0,69
6,1,0,69
7,1,0,69
8,1,6,75
0,1,0,75
5,1,0,75
6,1,0,75
7,1,0,75
8,1,6,81
0,1,0,81
5,1,0,81
6,1,0,81
7,1,0,81
8,1,-2,79
0,1,0,79
5,1,0,79
6,1,0,79
7,1,0,79
8,1,-2,77
0,1,0,77
5,1,0,77
6,1,0,77
7,1,0,77
8,1,-2,75
0,1,0,75
5,1,0,75
6,1,0,75
7,1,0,75
8,1,6,81
0,1,0,81
5,1,0,81
6,1,0,81
7,1,0,81
8,1,-2,79
0,1,0,79
5,1,0,79
6,1,0,79
7,1,0,79
8,1,-2,77
0,1,0,77
5,1,0,77
6,1,0,77
7,1,0,77
8,1,-2,75
0,1,0,75
5,1,0,75
6,1,0,75
7,1,0,75
8,1,6,81
0,1,0,81
5,1,0,81
6,1,0,81
7,1,0,81
8,1,-2,79
0,1,0,79
5,1,0,79
6,1,0,79
7,1,0,79
8,1,-2,77
0,1,0,77
5,1,0,77
6,1,0,77
7,1,0,77
8,1,6,83
0,1,0,83
5,1,0,83
6,1,0,83
7,1,0,83
8,1,6,89
0,1,0,89
5,1,0,89
6,1,0,89
7,1,0,89
8,1,-2,87
0,1,0,87
5,1,0,87
6,1,0,87
7,1,0,87
8,1,6,93
0,1,0,93
5,1,0,93
6,1,0,93
7,1,0,93
8,1,6,99
0,1,0,99
5,1,0,99
6,1,0,99
7,1,0,99
8,1,-2,97
0,1,0,97
5,1,0,97
6,1,0,97
7,1,0,97
8,1,-2,95
0,1,0,95
5,1,0,95
6,1,0,95
7,1,0,95
8,1,-2,93
0,1,0,93
5,1,0,93
6,1,0,93
7,1,0,93
8,1,6,99
0,1,0,99
5,1,0,99
6,1,0,99
7,1,0,99
8,1,-2,97
0,1,0,97
5,1,0,97
6,1,0,97
7,1,0,97
8,1,6,103
0,1,0,103
5,1,0,103
6,1,0,103
7,1,0,103
8,1,-2,101
0,1,0,101
