state,action,reward,total
0,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,-2,-2
0,1,0,-2
5,1,0,-2
6,1,0,-2
7,1,0,-2
8,1,-2,-4
0,1,0,-4
5,1,0,-4
6,1,0,-4
7,1,0,-4
8,1,6,2
0,1,0,2
5,1,0,2
6,1,0,2
7,1,0,2
8,1,6,8
0,1,0,8
5,1,0,8
6,1,0,8
7,1,0,8
8,1,6,14
0,1,0,14
5,1,0,14
6,1,0,14
7,1,0,14
8,1,-2,12
0,1,0,12
5,1,0,12
6,1,0,12
7,1,0,12
8,1,6,18
0,1,0,18
5,0,0,18
0,1,0,18
5,1,0,18
6,1,0,18
7,1,0,18
8,1,6,24
0,1,0,24
5,1,0,24
6,1,0,24
7,1,0,24
8,1,-2,22
0,1,0,22
5,1,0,22
6,1,0,22
7,1,0,22
8,1,6,28
0,1,0,28
5,0,0,28
0,1,0,28
5,1,0,28
6,1,0,28
7,1,0,28
8,1,-2,26
0,1,0,26
5,1,0,26
6,1,0,26
7,1,0,26
8,1,6,32
0,1,0,32
5,0,0,32
0,1,0,32
5,1,0,32
6,1,0,32
7,1,0,32
8,1,6,38
0,1,0,38
5,1,0,38
6,1,0,38
7,1,0,38
8,1,6,44
0,1,0,44
5,1,0,44
6,1,0,44
7,1,0,44
8,1,6,50
0,1,0,50
5,1,0,50
6,1,0,50
7,1,0,50
8,1,-2,48
0,1,0,48
5,0,0,48
0,1,0,48
5,1,0,48
6,1,0,48
7,1,0,48
8,1,-2,46
0,1,0,46
5,1,0,46
6,1,0,46
7,1,0,46
8,1,6,52
0,0,0,52
1,1,0,52
2,1,0,52
3,1,0,52
4,1,1,53
0,1,0,53
5,1,0,53
6,1,0,53
7,1,0,53
8,1,-2,51
0,1,0,51
5,0,0,51
0,1,0,51
5,1,0,51
6,1,0,51
7,1,0,51
8,1,-2,49
0,1,0,49
5,1,0,49
6,1,0,49
7,1,0,49
8,1,6,55
0,1,0,55
5,0,0,55
0,1,0,55
5,1,0,55
6,1,0,55
7,1,0,55
8,1,6,61
0,1,0,61
5,0,0,61
0,1,0,61
5,1,0,61
6,1,0,61
7,1,0,61
8,1,-2,59
0,1,0,59
5,0,0,59
0,1,0,59
5,1,0,59
6,1,0,59
7,1,0,59
8,1,-2,57
0,1,0,57
5,1,0,57
6,1,0,57
7,1,0,57
8,1,-2,55
0,1,0,55
5,1,0,55
6,1,0,55
7,1,0,55
8,1,6,61
0,1,0,61
5,1,0,61
6,1,0,61
7,1,0,61
8,1,-2,59
0,1,0,59
5,1,0,59
6,1,0,59
7,1,0,59
8,1,6,65
0,1,0,65
5,1,0,65
6,1,0,65
7,1,0,65
8,1,-2,63
0,1,0,63
5,1,0,63
6,1,0,63
7,1,0,63
8,1,6,69
0,1,0,69
5,1,0,69
6,1,0,69
7,1,0,69
8,1,6,75
0,1,0,75
5,1,0,75
6,1,0,75
7,1,0,75
8,1,-2,73
0,1,0,73
5,1,0,73
6,1,0,73
7,1,0,73
8,1,-2,71
0,1,0,71
5,1,0,71
6,1,0,71
7,1,0,71
8,1,-2,69
0,1,0,69
5,1,0,69
6,1,0,69
7,1,0,69
8,1,6,75
0,1,0,75
5,1,0,75
6,1,0,75
7,1,0,75
8,1,-2,73
0,1,0,73
5,1,0,73
6,1,0,73
7,1,0,73
8,1,6,79
0,1,0,79
5,1,0,79
6,1,0,79
7,1,0,79
8,1,-2,77
0,1,0,77
5,1,0,77
6,1,0,77
7,1,0,77
8,1,6,83
0,1,0,83
5,1,0,83
6,1,0,83
7,1,0,83
8,1,-2,81
0,1,0,81
5,1,0,81
6,1,0,81
7,1,0,81
8,1,6,87
0,1,0,87
5,1,0,87
6,1,0,87
7,1,0,87
8,1,-2,85
0,1,0,85
5,1,0,85
6,1,0,85
7,1,0,85
8,1,6,91
0,1,0,91
5,1,0,91
6,1,0,91
7,1,0,91
8,1,6,97
0,1,0,97
5,1,0,97
6,1,0,97
7,1,0,97
8,1,-2,95
0,1,0,95
5,1,0,95
6,1,0,95
7,1,0,95
8,1,6,101
0,1,0,101
5,1,0,101
6,1,0,101
7,1,0,101
8,1,6,107
0,1,0,107
5,1,0,107
6,1,0,107
7,1,0,107
8,1,-2,105
0,1,0,105
5,1,0,105
6,1,0,105
7,1,0,105
8,1,6,111
0,1,0,111
5,1,0,111
6,1,0,111
7,1,0,111
8,1,-2,109
0,1,0,109
5,1,0,109
6,1,0,109
7,1,0,109
8,1,-2,107
0,1,0,107
5,1,0,107
6,1,0,107
7,1,0,107
8,1,-2,105
0,1,0,105
5,1,0,105
6,1,0,105
7,1,0,105
8,1,-2,103
0,1,0,103
5,1,0,103
6,1,0,103
7,1,0,103
8,1,-2,101
0,1,0,101
5,1,0,101
6,1,0,101
7,1,0,101
8,1,6,107
0,1,0,107
5,1,0,107
6,1,0,107
7,1,0,107
